sep=,
"Time","camunda-platform-elasticsearch-master-0 / camunda8 / PKG","camunda-platform-elasticsearch-master-1 / camunda8 / PKG","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / PKG","camunda-platform-tasklist-9968d5594-9257r / camunda8 / PKG","camunda-platform-zeebe-0 / camunda8 / PKG","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / PKG","camunda-platform-elasticsearch-master-0 / camunda8 / DRAM","camunda-platform-elasticsearch-master-1 / camunda8 / DRAM","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / DRAM","camunda-platform-tasklist-9968d5594-9257r / camunda8 / DRAM","camunda-platform-zeebe-0 / camunda8 / DRAM","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / DRAM","camunda-platform-elasticsearch-master-0 / camunda8 / OTHER","camunda-platform-elasticsearch-master-1 / camunda8 / OTHER","camunda-platform-operate-5bc7c489c4-8zrg4 / camunda8 / OTHER","camunda-platform-tasklist-9968d5594-9257r / camunda8 / OTHER","camunda-platform-zeebe-0 / camunda8 / OTHER","camunda-platform-zeebe-gateway-5ff76496c4-n9kzj / camunda8 / OTHER"
2024-02-13 15:31:30,0.501,0.503,0.247,0.244,0.432,0.270,0.0456,0.0456,0.0228,0.0228,0.0228,0.0228,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-13 15:31:40,0.371,0.371,0.184,0.182,0.272,0.198,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:31:50,0.388,0.372,0.195,0.297,0.353,0.214,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:32:00,0.509,0.497,0.253,0.245,0.440,0.270,0.0468,0.0468,0.0234,0.0234,0.0234,0.0234,0,0,0,0,0,0
2024-02-13 15:32:10,0.368,0.366,0.182,0.181,0.294,0.195,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:32:20,0.386,0.374,0.186,0.189,0.332,0.201,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:32:30,0.506,0.497,0.283,0.244,0.406,0.289,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-13 15:32:40,0.375,0.365,0.189,0.181,0.270,0.197,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:32:50,0.372,0.371,0.182,0.186,0.297,0.203,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:33:00,0.548,0.496,0.252,0.244,0.412,0.296,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300
2024-02-13 15:33:10,0.382,0.370,0.184,0.183,0.291,0.207,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:33:20,0.375,0.368,0.186,0.187,0.281,0.199,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:33:30,0.506,0.500,0.252,0.245,0.439,0.268,0.0450,0.0450,0.0225,0.0225,0.0225,0.0225,0,0,0,0,0,0
2024-02-13 15:33:40,0.375,0.374,0.185,0.182,0.312,0.201,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:33:50,0.380,0.367,0.185,0.188,0.323,0.209,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
2024-02-13 15:34:00,0.518,0.509,0.268,0.247,0.523,0.302,0.0474,0.0474,0.0237,0.0237,0.0237,0.0237,0,0,0,0,0,0
2024-02-13 15:34:10,0.382,0.386,0.188,0.214,0.393,0.225,0.0348,0.0348,0.0174,0.0174,0.0174,0.0174,0,0,0,0,0,0
2024-02-13 15:34:20,0.379,0.367,0.188,0.202,0.314,0.210,0.0342,0.0342,0.0171,0.0171,0.0171,0.0171,0,0,0,0,0,0
