sep=,
"Time","CompleteJob (INTERNAL)","CompleteJob (NOT_FOUND)","CreateProcessInstance (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","FailJob (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-14 23:39:40,0,0,0,13.9,74.2,0,0,0,0,0,0,88.1
2024-02-14 23:39:50,0,0.700,0,14.4,74.4,0,0,0,0,0,0,89.5
2024-02-14 23:40:00,0,0,0,14.3,75.2,0,0,0,0,0,0,89.5
2024-02-14 23:40:10,0,0,0,14.8,73.7,0,0,0,0,0,0,88.5
2024-02-14 23:40:20,0,0,0,11.1,72.7,0,0,0,0,0,0,83.8
2024-02-14 23:40:30,0,0,0,11.2,74.3,0,0,0,0,0,0,85.5
2024-02-14 23:40:40,0,0,0,12.5,76.6,0,0,0,0,0,0,89.1
2024-02-14 23:40:50,0,0.800,0,14.5,74.8,0,0,0,0,0,0,90.1
2024-02-14 23:41:00,0,0,0,14.8,74.3,0,0,0,0,0,0,89.1
2024-02-14 23:41:10,0,0,0,14.3,75.2,0,0,0,0,0,0,89.5
2024-02-14 23:41:20,0,0,0,8.70,47.9,0,0,0,0,0,0,56.6
2024-02-14 23:41:30,0,0,0,11.1,55.3,1.20,0,0,0,0,0,67.6
2024-02-14 23:41:40,0,0,0,14,76,0,0,0,0,0,0,90
2024-02-14 23:41:50,0,0,0,13.9,75.2,0,0,0,0,0,0,89.1
2024-02-14 23:42:00,0,0,0,14.4,75.1,0,0,0,0,0,0,89.5
2024-02-14 23:42:10,0,0,0,13.6,74.5,0,0,0,0,0,0,88.1
2024-02-14 23:42:20,0,0,0,14.4,75.2,0,0,0,0,0,0,89.6
2024-02-14 23:42:30,0,0,0,14.8,76,0,0,0,0,0,0,90.8
2024-02-14 23:42:40,0,0,0,14.4,75.2,0,0,0,0,0,0,89.6
2024-02-14 23:42:50,0,0,0,12.2,74.5,0,0,0,0,0,0,86.7
2024-02-14 23:43:00,0,0,0,13.5,75.1,0,0,0,0,0,0,88.6
2024-02-14 23:43:10,0,0,0,14.1,74.4,0,0,0,0,0,0,88.5
2024-02-14 23:43:20,0,0,0,12.3,67.1,0,0,0,0,0,0,79.4
2024-02-14 23:43:30,0,0,0,7.50,35.3,1.20,0,0,0,0,0,44
2024-02-14 23:43:40,0,0,0,14.1,74.4,0,0,0,0,0,0,88.5
2024-02-14 23:43:50,0,0.700,0,13.8,75.9,0,0,0,0,0,0,90.4
2024-02-14 23:44:00,0,0,0,14.1,73.8,0,0,0,0,0,0,87.9
2024-02-14 23:44:10,0,0,0,13,74.4,0,0,0,0,0,0,87.4
2024-02-14 23:44:20,0,0.300,0,14.1,75.1,0,0,0,0,0,0,89.5
2024-02-14 23:44:30,0,0,0,13.4,73.5,0,0,0,0,0,0,86.9
2024-02-14 23:44:40,0,0,0,13.4,74.6,0,0,0,0,0,0,88
2024-02-14 23:44:50,0,0.800,0,13.7,76.8,0,0,0,0,0,0,91.3
2024-02-14 23:45:00,0,0,0,14.3,75.9,0,0,0,0,0,0,90.2
2024-02-14 23:45:10,0,0,0,13.9,75.2,0,0,0,0,0,0,89.1
2024-02-14 23:45:20,0,0,0,13.6,75.3,0,0,0,0,0,0,88.9
2024-02-14 23:45:30,0,0,0,5.10,24,1.10,0,0,0,0,0,30.2
2024-02-14 23:45:40,0,0,0,13.2,75.9,0.100,0,0,0,0,0,89.2
2024-02-14 23:45:50,0,0,0,13.5,75.3,0,0,0,0,0,0,88.8
2024-02-14 23:46:00,0,0,0,14.2,75.1,0,0,0,0,0,0,89.3
2024-02-14 23:46:10,0,0,0,14,74.4,0,0,0,0,0,0,88.4
2024-02-14 23:46:20,0,0,0,14,75.2,0,0,0,0,0,0,89.2
2024-02-14 23:46:30,0,0,0,13.6,76.1,0,0,0,0,0,0,89.7
2024-02-14 23:46:40,0,0,0,13.6,74.3,0,0,0,0,0,0,87.9
2024-02-14 23:46:50,0,0,0,14.1,75.1,0,0,0,0,0,0,89.2
2024-02-14 23:47:00,0,0,0,14.5,74.5,0,0,0,0,0,0,89
2024-02-14 23:47:10,0,0,0,13.1,74.4,0,0,0,0,0,0,87.5
2024-02-14 23:47:20,0,0.200,0,14,74.5,0,0,0,0,0,0,88.7
2024-02-14 23:47:30,0,0,0,7.30,38.2,0,0,0,0,0,0,45.5
2024-02-14 23:47:40,0,0,0,10.2,62.4,1.20,0,0,0,0,0,73.8
2024-02-14 23:47:50,0,1.40,0,12.9,73.8,0,0,0,0,0,0,88.1
2024-02-14 23:48:00,0,0,0,13.7,74.7,0,0,0,0,0,0,88.4
2024-02-14 23:48:10,0,0,0,13.1,74.9,0,0,0,0,0,0,88
2024-02-14 23:48:20,0,0,0,13.3,75.1,0,0,0,0,0,0,88.4
2024-02-14 23:48:30,0,0,0,8.10,70.3,0,0,0,0,0,0,78.4
2024-02-14 23:48:40,0,0,0,7,65.6,0,0,0,0,0,0,72.6
2024-02-14 23:48:50,0,0.400,0,7,72,0,0,0,0,0,0,79.4
2024-02-14 23:49:00,0,0,0,11.5,75.3,0,0,0,0,0,0,86.8
2024-02-14 23:49:10,0,0,0,14.2,72.8,0,0,0,0,0,0,87
2024-02-14 23:49:20,0,0,0,14.6,74.4,0,0,0,0,0,0,89
2024-02-14 23:49:30,0,0,0,13.8,72.8,0,0,0,0,0,0,86.6
2024-02-14 23:49:40,0,0,0,8.40,44.1,1.20,0,0,0,0,0,53.7
2024-02-14 23:49:50,0,0,0,13.7,75.2,0,0,0,0,0,0,88.9
2024-02-14 23:50:00,0,0,0,14.4,75.2,0,0,0,0,0,0,89.6
2024-02-14 23:50:10,0,0,0,14.7,76.3,0,0,0,0,0,0,91
2024-02-14 23:50:20,0,0.700,0,14.7,75.5,0,0,0,0,0,0,90.9
2024-02-14 23:50:30,0,0,0,14,75.3,0,0,0,0,0,0,89.3
2024-02-14 23:50:40,0,0,0,14.5,75.2,0,0,0,0,0,0,89.7
2024-02-14 23:50:50,0,0.200,0,13.6,75.2,0,0,0,0,0,0,89
2024-02-14 23:51:00,0,0,0,14.3,75.2,0,0,0,0,0,0,89.5
2024-02-14 23:51:10,0,0,0,14.8,73.8,0,0,0,0,0,0,88.6
2024-02-14 23:51:20,0,0,0,14.1,76,0,0,0,0,0,0,90.1
2024-02-14 23:51:30,0,0,0,13.1,74.3,0,0,0,0,0,0,87.4
2024-02-14 23:51:40,0,0,0,5,27.8,1.20,0,0,0,0,0,34
2024-02-14 23:51:50,0,0.700,0,12.9,76,0,0,0,0,0,0,89.6
2024-02-14 23:52:00,0,0,0,12.2,73.7,0,0,0,0,0,0,85.9
2024-02-14 23:52:10,0,0,0,14.2,75.3,0,0,0,0,0,0,89.5
2024-02-14 23:52:20,0,0.800,0,14.5,75.8,0,0,0,0,0,0,91.1
2024-02-14 23:52:30,0,0,0,14.8,74.8,0,0,0,0,0,0,89.6
2024-02-14 23:52:40,0,0,0,14.7,76.4,0,0,0,0,0,0,91.1
2024-02-14 23:52:50,0,0,0,14.7,73.7,0,0,0,0,0,0,88.4
2024-02-14 23:53:00,0,0,0,14,76,0,0,0,0,0,0,90
2024-02-14 23:53:10,0,0,0,14.3,75.2,0,0,0,0,0,0,89.5
2024-02-14 23:53:20,0,0.700,0,14.1,75.3,0,0,0,0,0,0,90.1
2024-02-14 23:53:30,0,0,0,14.2,73.6,0,0,0,0,0,0,87.8
2024-02-14 23:53:40,0,0,0,6,32.6,0.200,0,0,0,0,0,38.8
2024-02-14 23:53:50,0,0.100,0,14,68.9,1,0,0,0,0,0,84
2024-02-14 23:54:00,0,0,0,13,75.2,0,0,0,0,0,0,88.2
2024-02-14 23:54:10,0,0,0,13.6,75.2,0,0,0,0,0,0,88.8
2024-02-14 23:54:20,0,0.700,0,13.4,73.6,0,0,0,0,0,0,87.7
2024-02-14 23:54:30,0,0,0,14.1,75.9,0,0,0,0,0,0,90
2024-02-14 23:54:40,0,0,0,14,74.4,0,0,0,0,0,0,88.4
2024-02-14 23:54:50,0,0.900,0,14.4,75.3,0,0,0,0,0,0,90.6
2024-02-14 23:55:00,0,0,0,14.9,75.3,0,0,0,0,0,0,90.2
2024-02-14 23:55:10,0,0,0,14.8,76.6,0,0,0,0,0,0,91.4
2024-02-14 23:55:20,0,0.800,0,14.1,75.3,0,0,0,0,0,0,90.2
2024-02-14 23:55:30,0,0,0,14.8,75.1,0,0,0,0,0,0,89.9
2024-02-14 23:55:40,0,0,0,10,52,0,0,0,0,0,0,62
2024-02-14 23:55:50,0,0,0,9.30,46.5,1.20,0,0,0,0,0,57
2024-02-14 23:56:00,0,0,0,14.7,74.4,0,0,0,0,0,0,89.1
2024-02-14 23:56:10,0,0,0,14.3,74.4,0,0,0,0,0,0,88.7
2024-02-14 23:56:20,0,0.900,0,14.3,75.1,0,0,0,0,0,0,90.3
2024-02-14 23:56:30,0,0,0,10.5,68.8,0,0,0,0,0,0,79.3
2024-02-14 23:56:40,0,0,0,6.70,64,0,0,0,0,0,0,70.7
2024-02-14 23:56:50,0,0,0,6.50,69.7,0,0,0,0,0,0,76.2
2024-02-14 23:57:00,0,0,0,6.60,69.5,0,0,0,0,0,0,76.1
2024-02-14 23:57:10,0,0,0,5.60,67.6,0,0,0,0,0,0,73.2
2024-02-14 23:57:20,0,0,0,6.50,67.8,0,0,0,0,0,0,74.3
2024-02-14 23:57:30,0,0,0,6,69,0,0,0,0,0,0,75
2024-02-14 23:57:40,0,0,0,5.40,70.8,0,0,0,0,0,0,76.2
2024-02-14 23:57:50,0,0,0,10,75.4,1.20,0,0,0,0,0,86.6
2024-02-14 23:58:00,0,0,0,13.4,76.6,0,0,0,0,0,0,90
2024-02-14 23:58:10,0,0,0,13.2,76.1,0,0,0,0,0,0,89.3
2024-02-14 23:58:20,0,0,0,14,75.2,0,0,0,0,0,0,89.2
2024-02-14 23:58:30,0,0,0,13.6,74.3,0,0,0,0,0,0,87.9
2024-02-14 23:58:40,0,0,0,14.2,75.3,0,0,0,0,0,0,89.5
2024-02-14 23:58:50,0,0.900,0,13.2,73.7,0,0,0,0,0,0,87.8
2024-02-14 23:59:00,0,0,0,12.7,75,0,0,0,0,0,0,87.7
2024-02-14 23:59:10,0,0,0,13.3,74.6,0,0,0,0,0,0,87.9
2024-02-14 23:59:20,0,0.100,0,13.4,74.3,0,0,0,0,0,0,87.8
2024-02-14 23:59:30,0,0,0,13.1,74.4,0,0,0,0,0,0,87.5
2024-02-14 23:59:40,0,0,0,14.2,74.5,0,0,0,0,0,0,88.7
2024-02-14 23:59:50,0,0,0,4.90,30.2,0,0,0,0,0,0,35.1
2024-02-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:00:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:00:20,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:00:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:00:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:00:50,0,0,0,0.100,0,0,0,0,0,0,0,0.100
2024-02-15 00:01:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:01:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:01:20,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:01:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:01:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:01:50,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:02:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:02:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:02:20,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:02:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:02:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:02:50,0,0,0,0.100,0,0,0,0,0,0,0,0.100
2024-02-15 00:03:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:03:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:03:20,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:03:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:03:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:03:50,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:04:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:04:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:04:20,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:04:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:04:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:04:50,0,0,0,0.100,0,0.100,0,0,0,0,0,0.200
2024-02-15 00:05:00,0,0,0,0,0,2.30,0,0,0,0,0,2.30
2024-02-15 00:05:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:05:20,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:05:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:05:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:05:50,0,0,0,3.60,75.3,0,0,0,0,0,0,78.9
2024-02-15 00:06:00,0,0,0,12.8,143,0,0,0,0,0,0,156
2024-02-15 00:06:10,0,0,0,13.7,146,0,0,0,0,0,0,160
2024-02-15 00:06:20,0,0,0,12.8,145,0,0,0,0,0,0,158
2024-02-15 00:06:30,0,0,0,12.8,140,0,0,0,0,0,0,153
2024-02-15 00:06:40,0,0,0,13,143,0,0,0,0,0,0,156
2024-02-15 00:06:50,0,0,0,11.3,142,0,0,0,0,0,0,153
2024-02-15 00:07:00,0,0,0,12,154,1.60,0,0,0,0,0,168
2024-02-15 00:07:10,0,0,0,9.50,239,0.800,0,0,0,0,0,249
2024-02-15 00:07:20,0,0,0,7.20,204,0,0,0,0,0,0,212
2024-02-15 00:07:30,0,0,0,6.10,195,0,0,0,0,0,0,201
2024-02-15 00:07:40,0,0,0,6.10,186,0,0,0,0,0,0,192
2024-02-15 00:07:50,0,6,0,5.70,178,0,0,0,0,0,0,190
2024-02-15 00:08:00,0,0,0,5.60,181,0,0,0,0,0,0,186
2024-02-15 00:08:10,0,0,0,7.80,195,0,0,0,0,0,0,203
2024-02-15 00:08:20,0,0,0,6.40,86,0,0,0,0,0,0,92.4
2024-02-15 00:08:30,0,0,0,11.5,148,0,0,0,0,0,0,159
2024-02-15 00:08:40,0,0,0,13.3,143,0,0,0,0,0,0,156
2024-02-15 00:08:50,0,2.10,0,13.4,142,0,0,0,0,0,0,158
2024-02-15 00:09:00,0,0,0,11.5,139,0,0,0,0,0,0,150
2024-02-15 00:09:10,0,0,0,10.9,173,2.40,0,0,0,0,0,186
2024-02-15 00:09:20,0,0,0,6.60,201,0,0,0,0,0,0,208
2024-02-15 00:09:30,0,0,0,8.90,236,0,0,0,0,0,0,245
2024-02-15 00:09:40,0,0,0,11.6,165,0,0,0,0,0,0,177
2024-02-15 00:09:50,0,3.50,0,12.8,143,0,0,0,0,0,0,159
2024-02-15 00:10:00,0,0,0,13.2,145,0,0,0,0,0,0,158
2024-02-15 00:10:10,0,0,0,12.6,143,0,0,0,0,0,0,156
2024-02-15 00:10:20,0,0.400,0,13,141,0,0,0,0,0,0,154
2024-02-15 00:10:30,0,0,0,12.5,140,0,0,0,0,0,0,153
2024-02-15 00:10:40,0,0,0,12.6,145,0,0,0,0,0,0,158
2024-02-15 00:10:50,0,0,0,12.4,145,0,0,0,0,0,0,158
2024-02-15 00:11:00,0,0,0,12.8,147,0,0,0,0,0,0,160
2024-02-15 00:11:10,0,0,0,13.6,142,0,0,0,0,0,0,155
2024-02-15 00:11:20,0,2.20,0,15.8,155,2.40,0,0,0,0,0,175
2024-02-15 00:11:30,0,0,0,13.5,144,0,0,0,0,0,0,158
2024-02-15 00:11:40,0,0,0,12.7,141,0,0,0,0,0,0,153
2024-02-15 00:11:50,0,0.400,0,12.7,141,0,0,0,0,0,0,154
2024-02-15 00:12:00,0,0,0,14,147,0,0,0,0,0,0,161
2024-02-15 00:12:10,0,0,0,13.6,146,0,0,0,0,0,0,160
2024-02-15 00:12:20,0,0,0,13.4,146,0,0,0,0,0,0,160
2024-02-15 00:12:30,0,0,0,12.9,142,0,0,0,0,0,0,155
2024-02-15 00:12:40,0,0,0,12.3,144,0,0,0,0,0,0,157
2024-02-15 00:12:50,0,0,0,12.1,140,0,0,0,0,0,0,152
2024-02-15 00:13:00,0,0,0,12.4,142,0,0,0,0,0,0,154
2024-02-15 00:13:10,0,0,0,11.7,139,0,0,0,0,0,0,151
2024-02-15 00:13:20,0,0,0,2.90,44.1,1.80,0,0,0,0.100,0,48.9
2024-02-15 00:13:30,0,0,0,10,149,0.600,0,0,0,0,0,160
2024-02-15 00:13:40,0,0,0,13.1,145,0,0,0,0,0,0,158
2024-02-15 00:13:50,0,0,0,13.2,145,0,0,0,0,0,0,158
2024-02-15 00:14:00,0,0,0,14,146,0,0,0,0,0,0,160
2024-02-15 00:14:10,0,0,0,12.6,143,0,0,0,0,0,0,156
2024-02-15 00:14:20,0,0,0,13.2,143,0,0,0,0,0,0,156
2024-02-15 00:14:30,0,0,0,12.1,141,0,0,0,0,0,0,153
2024-02-15 00:14:40,0,0,0,12.5,140,0,0,0,0,0,0,153
2024-02-15 00:14:50,0,1.40,0,11.8,138,0,0,0,0,0,0,151
2024-02-15 00:15:00,0,0,0,13.4,143,0,0,0,0,0,0,156
2024-02-15 00:15:10,0,0,0,13.2,147,0,0,0,0,0,0,160
2024-02-15 00:15:20,0,0,0,13.4,142,0,0,0,0,0,0,155
2024-02-15 00:15:30,0,0,0,15.9,135,2.40,0,0,0,0,0,153
2024-02-15 00:15:40,0,0,0,11.9,143,0,0,0,0,0,0,155
2024-02-15 00:15:50,0,0.700,0,13.1,143,0,0,0,0,0,0,157
2024-02-15 00:16:00,0,0,0,12.5,142,0,0,0,0,0,0,155
2024-02-15 00:16:10,0,0,0,12.7,142,0,0,0,0,0,0,155
2024-02-15 00:16:20,0,0,0,2.20,28.3,0,0,0,0,0,0,30.5
2024-02-15 00:16:30,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:16:40,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:16:50,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:17:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:17:10,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-15 00:17:20,0,4.20,0,7,115,0,0,0,0,0,0,126
2024-02-15 00:17:30,0,0,0,13.1,150,0.900,0,0,0,0,0,164
2024-02-15 00:17:40,0,0,0,8.80,210,1.50,0,0,0,0,0,220
2024-02-15 00:17:50,0,0,0,6.20,193,0,0,0,0,0,0,200
2024-02-15 00:18:00,0,0,0,4.60,148,0,0,0,0,0.100,0,153
2024-02-15 00:18:10,0,0,0,4.50,139,0,0,0,0,0,0,143
2024-02-15 00:18:20,0,0,0,3.80,106,0,0,0,0,0.100,0,110
2024-02-15 00:18:30,0,0,0,8,230,0,0,0,0,0,0,238
2024-02-15 00:18:40,0,0,0,7.70,217,0,0,0,0,0,0,224
2024-02-15 00:18:50,0,0,0,6.60,197,0,0,0,0,0,0,204
2024-02-15 00:19:00,0,0,0,7.40,195,0,0,0,0,0,0,203
2024-02-15 00:19:10,0,0,0,6,91.2,0,0,0,0,0,0,97.2
2024-02-15 00:19:20,0,1.50,0,9.70,131,0,0,0,0,0,0,143
2024-02-15 00:19:30,0,0,0,12.6,140,0,0,0,0,0,0,153
2024-02-15 00:19:40,0,0,0,13.3,175,2.30,0,0,0,0,0,190
2024-02-15 00:19:50,0,0,0,7.40,219,0.100,0,0,0,0,0,226
2024-02-15 00:20:00,0,0,0,6.80,209,0,0,0,0,0,0,216
2024-02-15 00:20:10,0,0,0,6.90,202,0,0,0,0,0,0,209
2024-02-15 00:20:20,0,0,0,6.20,186,0,0,0,0,0,0,192
2024-02-15 00:20:30,0,0,0,11.8,149,0,0,0,0,0,0,161
2024-02-15 00:20:40,0,0,0,13.2,146,0,0,0,0,0,0,159
2024-02-15 00:20:50,0,2.90,0,13.2,145,0,0,0,0,0,0,161
2024-02-15 00:21:00,0,0,0,13.3,146,0,0,0,0,0,0,159
2024-02-15 00:21:10,0,0,0,12.9,143,0,0,0,0,0,0,156
2024-02-15 00:21:20,0,2.30,0,13.4,144,0,0,0,0,0,0,159
2024-02-15 00:21:30,0,0,0,13.3,142,0,0,0,0,0,0,155
2024-02-15 00:21:40,0,0,0,12.4,141,0,0,0,0,0,0,154
2024-02-15 00:21:50,0,0,0,10.1,189,2.40,0,0,0,0,0,201
2024-02-15 00:22:00,0,0,0,12.8,179,0,0,0,0,0,0,192
2024-02-15 00:22:10,0,0,0,13.4,147,0,0,0,0,0,0,160
2024-02-15 00:22:20,0,0,0,12.9,144,0,0,0,0,0,0,157
2024-02-15 00:22:30,0,0,0,12.8,145,0,0,0,0,0,0,158
2024-02-15 00:22:40,0,0,0,13.2,143,0,0,0,0,0,0,157
2024-02-15 00:22:50,0,0,0,12.2,142,0,0,0,0,0,0,154
2024-02-15 00:23:00,0,0,0,12.2,140,0,0,0,0,0,0,153
2024-02-15 00:23:10,0,0,0,11.8,139,0,0,0,0,0,0,151
2024-02-15 00:23:20,0,0,0,7.20,104,0,0,0,0,0,0,111
2024-02-15 00:23:30,0,0,0,11.6,139,0,0,0,0,0,0,150
2024-02-15 00:23:40,0,0,0,13,146,0,0,0,0,0,0,159
2024-02-15 00:23:50,0,0,0,13.9,138,0.700,0,0,0,0,0,153
2024-02-15 00:24:00,0,0,0,16.7,143,1.70,0,0,0,0,0,161
2024-02-15 00:24:10,0,0,0,12.1,143,0,0,0,0,0,0,155
2024-02-15 00:24:20,0,1.40,0,12.2,143,0,0,0,0,0,0,157
2024-02-15 00:24:30,0,0,0,13.2,143,0,0,0,0,0,0,156
2024-02-15 00:24:40,0,0,0,12,140,0,0,0,0,0,0,152
2024-02-15 00:24:50,0,0.900,0,11.9,143,0,0,0,0,0,0,156
2024-02-15 00:25:00,0,0,0,12.3,143,0,0,0,0,0,0,156
2024-02-15 00:25:10,0,0,0,12.2,146,0,0,0,0,0,0,158
2024-02-15 00:25:20,0,0,0,12.8,143,0,0,0,0,0,0,156
2024-02-15 00:25:30,0,0,0,13.1,144,0,0,0,0,0,0,157
2024-02-15 00:25:40,0,0,0,13.1,143,0,0,0,0,0,0,156
2024-02-15 00:25:50,0,0,0,12,138,0,0,0,0,0,0,150
2024-02-15 00:26:00,0,0,0,15.9,105,2.40,0,0,0,0,0,124
2024-02-15 00:26:10,0,0,0,13.1,142,0,0,0,0,0,0,155
2024-02-15 00:26:20,0,2.90,0,13,146,0,0,0,0,0,0,162
2024-02-15 00:26:30,0,0,0,13.2,143,0,0,0,0,0,0,157
2024-02-15 00:26:40,0,0,0,12.8,144,0,0,0,0,0,0,157
2024-02-15 00:26:50,0,0,0,13.1,146,0,0,0,0,0,0,159
2024-02-15 00:27:00,0,0,0,12,142,0,0,0,0,0,0,154
2024-02-15 00:27:10,0,0,0,13.4,144,0,0,0,0,0,0,157
2024-02-15 00:27:20,0,1.50,0,13.3,146,0,0,0,0,0,0,160
2024-02-15 00:27:30,0,0,0,12.8,143,0,0,0,0,0,0,156
2024-02-15 00:27:40,0,0,0,12.3,140,0,0,0,0,0,0,152
2024-02-15 00:27:50,0,0.700,0,12.6,141,0,0,0,0,0,0,154
2024-02-15 00:28:00,0,0,0,11,108,0.500,0,0,0,0,0,119
2024-02-15 00:28:10,0,0,0,16.2,129,1.90,0,0,0,0,0,147
2024-02-15 00:28:20,0,0,0,5,87.3,0,0,0,0,0.100,0,92.4
2024-02-15 00:28:30,0,0,0,4.50,73.6,0,0,0,0,0,0,78.1
2024-02-15 00:28:40,0,0,0,11.5,140,0,0,0,0,0,0,151
2024-02-15 00:28:50,0,0,0,13.2,146,0,0,0,0,0,0,160
2024-02-15 00:29:00,0,0,0,13,146,0,0,0,0,0,0,159
2024-02-15 00:29:10,0,0,0,13,144,0,0,0,0,0,0,157
2024-02-15 00:29:20,0,1.70,0,13.4,144,0,0,0,0,0,0,159
2024-02-15 00:29:30,0,0,0,12.8,145,0,0,0,0,0,0,157
2024-02-15 00:29:40,0,0,0,13.2,142,0,0,0,0,0,0,155
2024-02-15 00:29:50,0,0.300,0,12.2,143,0,0,0,0,0,0,155
2024-02-15 00:30:00,0,0,0,13.2,139,0,0,0,0,0,0,152
2024-02-15 00:30:10,0,0,0,13.5,181,2.40,0,0,0,0,0,197
2024-02-15 00:30:20,0,2.20,0,12.4,169,0,0,0,0,0,0,184
2024-02-15 00:30:30,0,0,0,12.6,143,0,0,0,0,0,0,156
2024-02-15 00:30:40,0,0,0,12.1,144,0,0,0,0,0,0,156
2024-02-15 00:30:50,0,0,0,12.6,142,0,0,0,0,0,0,155
2024-02-15 00:31:00,0,0,0,12.5,140,0,0,0,0,0,0,152
2024-02-15 00:31:10,0,0,0,12.9,142,0,0,0,0,0,0,155
2024-02-15 00:31:20,0,0,0,13.9,146,0,0,0,0,0,0,160
2024-02-15 00:31:30,0,0,0,13,145,0,0,0,0,0,0,158
2024-02-15 00:31:40,0,0,0,13.3,144,0,0,0,0,0,0,157
2024-02-15 00:31:50,0,0,0,12.8,143,0,0,0,0,0,0,155
2024-02-15 00:32:00,0,0,0,13.6,143,0,0,0,0,0,0,157
2024-02-15 00:32:10,0,0,0,11.6,126,0,0,0,0,0,0,137
2024-02-15 00:32:20,0,1.40,0,14.3,108,2.40,0,0,0,0,0,126
2024-02-15 00:32:30,0,0,0,12.7,143,0,0,0,0,0,0,156
2024-02-15 00:32:40,0,0,0,13.1,143,0,0,0,0,0,0,156
2024-02-15 00:32:50,0,0,0,12.4,141,0,0,0,0,0,0,154
2024-02-15 00:33:00,0,0,0,12.5,143,0,0,0,0,0,0,155
2024-02-15 00:33:10,0,0,0,12.7,140,0,0,0,0,0,0,153
2024-02-15 00:33:20,0,0,0,6.50,90.6,0,0,0,0,0,0,97.1
2024-02-15 00:33:30,0,0,0,12.3,140,0,0,0,0,0,0,152
2024-02-15 00:33:40,0,0,0,13,143,0,0,0,0,0,0,156
2024-02-15 00:33:50,0,0,0,13.9,146,0,0,0,0,0,0,160
2024-02-15 00:34:00,0,0,0,12.9,144,0,0,0,0,0,0,157
2024-02-15 00:34:10,0,0,0,12.9,146,0,0,0,0,0,0,159
2024-02-15 00:34:20,0,1.40,0,15.6,144,1.70,0,0,0,0,0,162
2024-02-15 00:34:30,0,0,0,13.4,143,0.700,0,0,0,0,0,157
2024-02-15 00:34:40,0,0,0,12.4,142,0,0,0,0,0,0,154
2024-02-15 00:34:50,0,0.700,0,12.1,138,0,0,0,0,0,0,151
2024-02-15 00:35:00,0,0,0,12.2,148,0,0,0,0,0,0,160
2024-02-15 00:35:10,0,0,0,14,142,0,0,0,0,0,0,156
2024-02-15 00:35:20,0,0,0,12.5,145,0,0,0,0,0,0,158
2024-02-15 00:35:30,0,0,0,11.9,145,0,0,0,0,0,0,156
2024-02-15 00:35:40,0,0,0,13,143,0,0,0,0,0,0,156
2024-02-15 00:35:50,0,0.200,0,12.3,142,0,0,0,0,0,0,154
2024-02-15 00:36:00,0,0,0,12.7,143,0,0,0,0,0,0,156
2024-02-15 00:36:10,0,0,0,12.3,137,0,0,0,0,0,0,149
2024-02-15 00:36:20,0,2.10,0,13.1,144,0,0,0,0,0,0,159
