sep=,
"Time","CompleteJob (INTERNAL)","CompleteJob (NOT_FOUND)","CreateProcessInstance (NOT_FOUND)","ActivateJobs (OK)","CompleteJob (OK)","CreateProcessInstance (OK)","DeployResource (OK)","Topology (OK)","ActivateJobs (RESOURCE_EXHAUSTED)","CreateProcessInstance (RESOURCE_EXHAUSTED)","Total requests completed"
2024-02-16 14:10:10,,0,0,1.75,11.9,0.0182,0,0,0,0,13.7
2024-02-16 14:10:20,,0,0,1.64,11.9,0.0182,0,0,0,0,13.6
2024-02-16 14:10:30,,0,0,1.62,11.9,0.0182,0,0,0,0,13.6
2024-02-16 14:10:40,,0,0,1.78,12.1,0.0182,0,0,0,0,13.9
2024-02-16 14:10:50,,0,0,1.91,11.9,0.0182,0,0,0,0,13.9
2024-02-16 14:11:00,,0,0,2.02,12.1,0.0182,0,0,0,0,14.1
2024-02-16 14:11:10,,0,0,2.03,12.2,0.0182,0,0,0,0,14.3
2024-02-16 14:11:20,,0,0,2.14,12.2,0.0182,0,0,0,0,14.3
2024-02-16 14:11:30,,0,0,2.23,12.1,0.0182,0,0,0,0,14.3
2024-02-16 14:11:40,,0,0,2.24,12.2,0.0182,0,0,0,0,14.5
2024-02-16 14:11:50,,0,0,2.23,12.2,0,0,0,0,0,14.5
2024-02-16 14:12:00,,0,0,2.11,12.1,0.00909,0,0,0,0,14.2
2024-02-16 14:12:10,,0,0,2.25,12,0.0182,0,0,0,0,14.3
2024-02-16 14:12:20,,0,0,2.39,12,0.0182,0,0,0,0,14.4
2024-02-16 14:12:30,,0,0,2.39,12,0.0182,0,0,0,0,14.4
2024-02-16 14:12:40,,0,0,2.36,12.0,0.0182,0,0,0,0,14.4
2024-02-16 14:12:50,,0,0,2.26,12,0.0182,0,0,0,0,14.3
2024-02-16 14:13:00,,0,0,2.34,12.0,0.0182,0,0,0,0,14.3
2024-02-16 14:13:10,,0,0,2.36,12.0,0.0182,0,0,0,0,14.4
2024-02-16 14:13:20,,0,0,2.40,12,0.0182,0,0,0,0,14.4
2024-02-16 14:13:30,,0.00909,0,2.55,11.9,0.0182,0,0,0,0,14.5
2024-02-16 14:13:40,,0.00909,0,2.68,12.0,0.0182,0,0,0,0,14.7
2024-02-16 14:13:50,,0.00909,0,2.85,12.3,0.00909,0,0,0,0,15.2
2024-02-16 14:14:00,,0.00909,0,2.79,12.1,0,0,0,0,0,14.9
2024-02-16 14:14:10,,0.00909,0,2.70,12,0.0182,0,0,0,0,14.7
2024-02-16 14:14:20,,0.00909,0,2.55,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:14:30,,0.00909,0,2.44,12,0.0182,0,0,0,0,14.5
2024-02-16 14:14:40,,0.00909,0,2.45,12,0.0182,0,0,0,0,14.5
2024-02-16 14:14:50,,0.00909,0,2.37,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:15:00,,0.00909,0,2.23,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:15:10,,0.00909,0,2.15,12,0.0182,0,0,0,0,14.2
2024-02-16 14:15:20,,0,0,2.15,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:15:30,,0,0,2.07,12.0,0.0182,0,0,0,0,14.1
2024-02-16 14:15:40,,0,0,1.95,12,0.0182,0,0,0,0,14.0
2024-02-16 14:15:50,,0,0,1.85,12.1,0.0182,0,0,0,0,14.0
2024-02-16 14:16:00,,0,0,1.91,12.1,0,0,0,0,0,14.1
2024-02-16 14:16:10,,0,0,1.99,12,0.0182,0,0,0,0,14.0
2024-02-16 14:16:20,,0,0,2.13,12,0.0182,0,0,0,0,14.1
2024-02-16 14:16:30,,0.0182,0,2.15,11.9,0.0182,0,0,0,0,14.0
2024-02-16 14:16:40,,0.0182,0,2.15,12.0,0.0182,0,0,0,0,14.2
2024-02-16 14:16:50,,0.0182,0,2.17,12,0.0182,0,0,0,0,14.2
2024-02-16 14:17:00,,0.0182,0,2.10,11.9,0.0182,0,0,0,0,14.0
2024-02-16 14:17:10,,0.0182,0,1.96,12.0,0.0182,0,0,0,0,14.0
2024-02-16 14:17:20,,0.0182,0,1.90,12,0.0182,0,0,0,0,13.9
2024-02-16 14:17:30,,0.0182,0,1.88,11.9,0.0182,0,0,0,0,13.8
2024-02-16 14:17:40,,0.0182,0,1.92,12,0.0182,0,0,0,0,14.0
2024-02-16 14:17:50,,0.0182,0,1.85,12.1,0.0182,0,0,0,0,14.0
2024-02-16 14:18:00,,0.0182,0,1.76,12.2,0,0,0,0,0,14.0
2024-02-16 14:18:10,,0.0182,0,1.64,11.6,0.0182,0,0,0,0,13.3
2024-02-16 14:18:20,,0,0,1.75,11.8,0.0182,0,0,0,0,13.5
2024-02-16 14:18:30,,0,0,1.75,11.6,0.0182,0,0,0,0,13.4
2024-02-16 14:18:40,,0,0,1.75,11.6,0.0182,0,0,0,0,13.4
2024-02-16 14:18:50,,0,0,1.76,11.8,0.0182,0,0,0,0,13.6
2024-02-16 14:19:00,,0,0,1.76,11.7,0.0182,0,0,0,0,13.4
2024-02-16 14:19:10,,0,0,1.75,11.6,0.0182,0,0,0,0,13.4
2024-02-16 14:19:20,,0,0,1.76,11.8,0.0182,0,0,0,0,13.6
2024-02-16 14:19:30,,0,0,1.74,11.6,0.0182,0,0,0,0,13.4
2024-02-16 14:19:40,,0,0,1.77,11.6,0.0182,0,0,0,0,13.4
2024-02-16 14:19:50,,0,0,1.81,11.8,0.0182,0,0,0,0,13.6
2024-02-16 14:20:00,,0,0,1.85,12.2,0,0,0,0,0,14.1
2024-02-16 14:20:10,,0,0,1.81,12,0.0182,0,0,0,0,13.8
2024-02-16 14:20:20,,0,0,1.93,12.1,0.0182,0,0,0,0,14.0
2024-02-16 14:20:30,,0,0,1.96,12.1,0.0182,0,0,0,0,14.1
2024-02-16 14:20:40,,0,0,2.11,12.1,0.0182,0,0,0,0,14.2
2024-02-16 14:20:50,,0,0,2.25,12.2,0.0182,0,0,0,0,14.5
2024-02-16 14:21:00,,0,0,2.41,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:21:10,,0,0,2.53,12.1,0.0182,0,0,0,0,14.6
2024-02-16 14:21:20,,0,0,2.68,12.2,0.0182,0,0,0,0,14.9
2024-02-16 14:21:30,,0,0,2.65,12.2,0.0182,0,0,0,0,14.9
2024-02-16 14:21:40,,0,0,2.62,12.1,0.0182,0,0,0,0,14.7
2024-02-16 14:21:50,,0,0,2.58,12.2,0.0182,0,0,0,0,14.8
2024-02-16 14:22:00,,0,0,2.48,12.4,0,0,0,0,0,14.9
2024-02-16 14:22:10,,0,0,2.35,12.1,0.0182,0,0,0,0,14.4
2024-02-16 14:22:20,,0,0,2.47,12.1,0.0182,0,0,0,0,14.6
2024-02-16 14:22:30,,0,0,2.45,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:22:40,,0,0,2.45,12.0,0.0182,0,0,0,0,14.5
2024-02-16 14:22:50,,0,0,2.44,12.0,0.0182,0,0,0,0,14.5
2024-02-16 14:23:00,,0,0,2.45,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:23:10,,0,0,2.45,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:23:20,,0,0,2.38,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:23:30,,0,0,2.39,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:23:40,,0,0,2.39,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:23:50,,0,0,2.39,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:24:00,,0,0,2.37,12.4,0,0,0,0,0,14.7
2024-02-16 14:24:10,,0,0,2.22,12,0.0182,0,0,0,0,14.2
2024-02-16 14:24:20,,0,0,2.21,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:24:30,,0,0,2.20,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:24:40,,0,0,2.22,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:24:50,,0,0,2.21,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:25:00,,0,0,2.21,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:25:10,,0,0,2.35,12,0.0182,0,0,0,0,14.4
2024-02-16 14:25:20,,0,0,2.49,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:25:30,,0,0,2.62,11.9,0.0182,0,0,0,0,14.5
2024-02-16 14:25:40,,0,0,2.76,11.8,0.0182,0,0,0,0,14.6
2024-02-16 14:25:50,,0,0,2.91,11.9,0.0182,0,0,0,0,14.9
2024-02-16 14:26:00,,0,0,3.06,12.3,0,0,0,0,0,15.4
2024-02-16 14:26:10,,0,0,2.98,12.1,0.0182,0,0,0,0,15.1
2024-02-16 14:26:20,,0,0,2.98,12.1,0.0182,0,0,0,0,15.1
2024-02-16 14:26:30,,0,0,2.98,12.1,0.0182,0,0,0,0,15.1
2024-02-16 14:26:40,,0,0,2.91,12.1,0.0182,0,0,0,0,15.0
2024-02-16 14:26:50,,0,0,2.91,12.1,0.0182,0,0,0,0,15.0
2024-02-16 14:27:00,,0,0,2.88,12.1,0.0182,0,0,0,0,15.0
2024-02-16 14:27:10,,0,0,2.77,12.1,0.0182,0,0,0,0,14.9
2024-02-16 14:27:20,,0,0,2.75,12.2,0.0182,0,0,0,0,15.0
2024-02-16 14:27:30,,0,0,2.74,12.3,0.0182,0,0,0,0,15.0
2024-02-16 14:27:40,,0,0,2.73,12.1,0.0182,0,0,0,0,14.9
2024-02-16 14:27:50,,0,0,2.70,12.1,0.0182,0,0,0,0,14.9
2024-02-16 14:28:00,,0.00909,0,2.82,12.4,0,0,0,0,0,15.3
2024-02-16 14:28:10,,0.00909,0,2.73,12.1,0.00909,0,0,0,0,14.8
2024-02-16 14:28:20,,0.00909,0,2.71,12,0.0182,0,0,0,0,14.7
2024-02-16 14:28:30,,0.00909,0,2.79,12.1,0.0182,0,0,0,0,14.9
2024-02-16 14:28:40,,0.00909,0,2.77,12.0,0.0182,0,0,0,0,14.8
2024-02-16 14:28:50,,0.00909,0,2.65,12,0.0182,0,0,0,0,14.7
2024-02-16 14:29:00,,0.00909,0,2.64,12,0.0182,0,0,0,0,14.7
2024-02-16 14:29:10,,0.00909,0,2.52,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:29:20,,0.00909,0,2.38,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:29:30,,0.00909,0,2.37,12,0.0182,0,0,0,0,14.4
2024-02-16 14:29:40,,0.00909,0,2.38,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:29:50,,0,0,2.35,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:30:00,,0,0,2.39,12.3,0.00909,0,0,0,0,14.7
2024-02-16 14:30:10,,0,0,2.23,12.1,0,0,0,0,0,14.3
2024-02-16 14:30:20,,0,0,2.24,12.0,0.0182,0,0,0,0,14.3
2024-02-16 14:30:30,,0,0,2.19,12.1,0.0182,0,0,0,0,14.3
2024-02-16 14:30:40,,0,0,2.28,12.1,0.0182,0,0,0,0,14.4
2024-02-16 14:30:50,,0,0,2.28,12.1,0.0182,0,0,0,0,14.4
2024-02-16 14:31:00,,0,0,2.35,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:31:10,,0,0,2.46,12.1,0.0182,0,0,0,0,14.6
2024-02-16 14:31:20,,0,0,2.49,12.1,0.0182,0,0,0,0,14.6
2024-02-16 14:31:30,,0,0,2.38,12.2,0.0182,0,0,0,0,14.6
2024-02-16 14:31:40,,0,0,2.24,12.1,0.0182,0,0,0,0,14.3
2024-02-16 14:31:50,,0,0,2.16,12.1,0.0182,0,0,0,0,14.3
2024-02-16 14:32:00,,0,0,2.22,12.2,0.0182,0,0,0,0,14.5
2024-02-16 14:32:10,,0,0,2.17,12.1,0,0,0,0,0,14.3
2024-02-16 14:32:20,,0,0,2.15,12,0.0182,0,0,0,0,14.2
2024-02-16 14:32:30,,0.0182,0,2.08,12,0.0182,0,0,0,0,14.1
2024-02-16 14:32:40,,0.0182,0,2.08,12,0.0182,0,0,0,0,14.1
2024-02-16 14:32:50,,0.0182,0,2.03,11.9,0.0182,0,0,0,0,14.0
2024-02-16 14:33:00,,0.0182,0,1.90,12,0.0182,0,0,0,0,13.9
2024-02-16 14:33:10,,0.0182,0,1.76,12,0.0182,0,0,0,0,13.8
2024-02-16 14:33:20,,0.0182,0,1.73,11.9,0.0182,0,0,0,0,13.6
2024-02-16 14:33:30,,0.0182,0,1.75,12,0.0182,0,0,0,0,13.8
2024-02-16 14:33:40,,0.0182,0,1.74,11.9,0.0182,0,0,0,0,13.6
2024-02-16 14:33:50,,0.0182,0,1.71,12,0.0182,0,0,0,0,13.7
2024-02-16 14:34:00,,0.0182,0,1.73,12.1,0.0182,0,0,0,0,13.9
2024-02-16 14:34:10,,0.0182,0,1.78,12.2,0,0,0,0,0,14.0
2024-02-16 14:34:20,,0,0,1.85,11.9,0.0182,0,0,0,0,13.8
2024-02-16 14:34:30,,0,0,1.92,11.9,0.0182,0,0,0,0,13.9
2024-02-16 14:34:40,,0,0,1.99,11.9,0.0182,0,0,0,0,13.9
2024-02-16 14:34:50,,0,0,2.04,11.9,0.0182,0,0,0,0,14.0
2024-02-16 14:35:00,,0,0,2.04,11.8,0.0182,0,0,0,0,13.9
2024-02-16 14:35:10,,0,0,2.11,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:35:20,,0,0,2.25,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:35:30,,0,0,2.39,12.1,0.0182,0,0,0,0,14.5
2024-02-16 14:35:40,,0,0,2.47,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:35:50,,0,0,2.35,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:36:00,,0,0,2.24,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:36:10,,0,0,2.15,12.2,0,0,0,0,0,14.4
2024-02-16 14:36:20,,0,0,2.14,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:36:30,,0,0,2.20,11.9,0.0182,0,0,0,0,14.1
2024-02-16 14:36:40,,0,0,2.28,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:36:50,,0,0,2.40,12.0,0.0182,0,0,0,0,14.4
2024-02-16 14:37:00,,0,0,2.47,11.9,0.0182,0,0,0,0,14.4
2024-02-16 14:37:10,,0,0,2.46,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:37:20,,0,0,2.46,11.9,0.0182,0,0,0,0,14.3
2024-02-16 14:37:30,,0,0,2.54,12,0.0182,0,0,0,0,14.6
2024-02-16 14:37:40,,0,0,2.59,11.9,0.0182,0,0,0,0,14.5
2024-02-16 14:37:50,,0,0,2.60,12,0.0182,0,0,0,0,14.6
2024-02-16 14:38:00,,0,0,2.61,12,0.0182,0,0,0,0,14.6
2024-02-16 14:38:10,,0,0,2.54,12.1,0,0,0,0,0,14.7
2024-02-16 14:38:20,,0,0,2.45,12,0.0182,0,0,0,0,14.5
2024-02-16 14:38:30,,0,0,2.38,12,0.0182,0,0,0,0,14.4
2024-02-16 14:38:40,,0,0,2.25,11.9,0.0182,0,0,0,0,14.2
2024-02-16 14:38:50,,0,0,2.14,12,0.0182,0,0,0,0,14.2
2024-02-16 14:39:00,,0,0,2.08,12.1,0.0182,0,0,0,0,14.2
2024-02-16 14:39:10,,0,0,2.07,12.1,0.0182,0,0,0,0,14.2
2024-02-16 14:39:20,,0,0,1.91,11.9,0.0182,0,0,0,0,13.9
2024-02-16 14:39:30,,0,0,1.85,12.1,0.0182,0,0,0,0,13.9
2024-02-16 14:39:40,,0,0,1.84,11.9,0.0182,0,0,0,0,13.8
2024-02-16 14:39:50,,0,0,1.84,11.9,0.0182,0,0,0,0,13.8
2024-02-16 14:40:00,,0.0182,0,1.86,12.1,0.0182,0,0,0,0,14.0
2024-02-16 14:40:10,,0.0182,0,1.81,12.2,0,0,0,0,0,14.0
2024-02-16 14:40:20,,0.0182,0,1.72,11.6,0,0,0,0,0,13.4
2024-02-16 14:40:30,,0.0182,0,1.59,10.6,0,0,0,0,0,12.2
2024-02-16 14:40:40,,0.0182,0,1.43,9.45,0,0,0,0,0,10.9
2024-02-16 14:40:50,,0.0182,0,1.21,8.29,0,0,0,0,0,9.52
2024-02-16 14:41:00,,0.0182,0,0.936,7.13,0,0,0,0,0,8.08
2024-02-16 14:41:10,,0.0182,0,0.809,6.11,0,0,0,0,0,6.94
2024-02-16 14:41:20,,0.0182,0,0.673,4.95,0,0,0,0,0,5.64
2024-02-16 14:41:30,,0.0182,0,0.545,3.93,0,0,0,0,0,4.49
2024-02-16 14:41:40,,0.0182,0,0.400,2.76,0,0,0,0,0,3.18
2024-02-16 14:41:50,,0,0,0.245,1.60,0,0,0,0,0,1.85
2024-02-16 14:42:00,,0,0,0.118,0.582,0,0,0,0,0,0.700
2024-02-16 14:42:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 14:42:20,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:42:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:42:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:42:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:43:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:43:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 14:43:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 14:43:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:43:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:43:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:44:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:44:10,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 14:44:20,,0,0,0.00909,0,0,0,0,0,0,0.00909
2024-02-16 14:44:30,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:44:40,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:44:50,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:45:00,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:45:10,,0,0,0.0182,0,0,0,0,0,0,0.0182
2024-02-16 14:45:20,,0,0,0.345,1.67,0.109,0,0,0,0,2.13
2024-02-16 14:45:30,,0,0,0.891,7.64,0.109,0,0,0,0,8.64
2024-02-16 14:45:40,,0,0,1.38,13.3,0.109,0,0,0,0,14.8
2024-02-16 14:45:50,,0,0,1.82,19.6,0.109,0,0,0,0,21.6
2024-02-16 14:46:00,,0,0,2.35,25.7,0.109,0,0,0,0,28.1
2024-02-16 14:46:10,,0,0,2.95,31.8,0.109,0,0,0,0,34.8
2024-02-16 14:46:20,,0,0,3.42,37.4,0.109,0,0,0,0,40.9
2024-02-16 14:46:30,,0,0,3.87,43.6,0.109,0,0,0,0,47.6
2024-02-16 14:46:40,,0,0,4.63,50.0,0.109,0,0,0,0,54.7
2024-02-16 14:46:50,,0,0,5.81,56.9,0.109,0,0,0,0,62.8
2024-02-16 14:47:00,,0,0,6.90,63.8,0.109,0,0,0,0,70.8
2024-02-16 14:47:10,,0.0636,0,7.74,68.8,0,0,0,0,0,76.6
2024-02-16 14:47:20,,0.0636,0,8.47,69.7,0.00909,0,0,0,0,78.3
2024-02-16 14:47:30,,0.0636,0,9.29,71.5,0.109,0,0,0,0,80.9
2024-02-16 14:47:40,,0.0636,0,10.1,72.0,0.109,0,0,0,0,82.2
2024-02-16 14:47:50,,0.0636,0,10.5,72.2,0.109,0,0,0,0,82.9
2024-02-16 14:48:00,,0.0636,0,11.0,72.8,0.109,0,0,0,0,84.0
2024-02-16 14:48:10,,0.127,0,11.1,73.3,0.109,0,0,0,0,84.6
2024-02-16 14:48:20,,0.127,0,11.1,73.6,0.109,0,0,0,0,84.9
2024-02-16 14:48:30,,0.127,0,10.8,73.3,0.109,0,0,0,0,84.4
2024-02-16 14:48:40,,0.418,0,10.1,72.5,0.109,0,0,0,0,83.1
2024-02-16 14:48:50,,0.418,0,9.52,71.8,0.109,0,0,0,0,81.8
2024-02-16 14:49:00,,0.355,0,8.85,71.0,0.109,0,0,0,0,80.4
2024-02-16 14:49:10,,0.355,0,7.99,70.4,0.100,0,0,0,0,78.8
2024-02-16 14:49:20,,0.355,0,7.20,68.9,0,0,0,0,0,76.5
2024-02-16 14:49:30,,0.355,0,6.78,69.8,0.109,0,0,0,0,77.0
2024-02-16 14:49:40,,0.482,0,6.95,70.5,0.109,0,0,0,0,78.0
2024-02-16 14:49:50,,0.482,0,7.14,70.5,0.109,0,0,0,0,78.2
2024-02-16 14:50:00,,0.418,0,7.71,71.4,0.109,0,0,0,0,79.6
2024-02-16 14:50:10,,0.418,0,8.52,71.8,0.109,0,0,0,0,80.8
2024-02-16 14:50:20,,0.418,0,9.26,72.4,0.109,0,0,0,0,82.2
2024-02-16 14:50:30,,0.127,0,10.0,73.3,0.109,0,0,0,0,83.5
2024-02-16 14:50:40,,0.136,0,10.7,74.0,0.109,0,0,0,0,85.0
2024-02-16 14:50:50,,0.136,0,11.5,75.0,0.109,0,0,0,0,86.7
2024-02-16 14:51:00,,0.136,0,12.3,75.5,0.109,0,0,0,0,88.1
2024-02-16 14:51:10,,0.209,0,13.1,76.4,0.109,0,0,0,0,89.8
2024-02-16 14:51:20,,0.209,0,13.5,75.4,0,0,0,0,0,89.2
2024-02-16 14:51:30,,0.0818,0,12.7,70.1,0.00909,0,0,0,0,82.9
2024-02-16 14:51:40,,0.145,0,12.7,69.7,0.109,0,0,0,0,82.7
2024-02-16 14:51:50,,0.145,0,12.8,69.6,0.109,0,0,0,0,82.6
2024-02-16 14:52:00,,0.145,0,12.8,69.4,0.109,0,0,0,0,82.4
2024-02-16 14:52:10,,0.145,0,12.9,69.4,0.109,0,0,0,0,82.5
2024-02-16 14:52:20,,0.145,0,12.8,69.2,0.109,0,0,0,0,82.3
2024-02-16 14:52:30,,0.136,0,12.7,69.1,0.109,0,0,0,0,82.0
2024-02-16 14:52:40,,0.136,0,12.7,68.8,0.109,0,0,0,0,81.8
2024-02-16 14:52:50,,0.136,0,12.7,68.7,0.109,0,0,0,0,81.6
2024-02-16 14:53:00,,0.0636,0,12.6,68.8,0.109,0,0,0,0,81.6
2024-02-16 14:53:10,,0.0636,0,12.6,69.0,0.109,0,0,0,0,81.7
2024-02-16 14:53:20,,0.0636,0,13.6,74.3,0.100,0,0,0,0,88.0
2024-02-16 14:53:30,,0,0,13.2,72.9,0,0,0,0,0,86.1
2024-02-16 14:53:40,,0,0,12.7,70.6,0.109,0,0,0,0,83.4
2024-02-16 14:53:50,,0,0,12.5,70.8,0.109,0,0,0,0,83.4
2024-02-16 14:54:00,,0,0,12.5,70.9,0.109,0,0,0,0,83.5
2024-02-16 14:54:10,,0,0,12.4,70.9,0.109,0,0,0,0,83.5
2024-02-16 14:54:20,,0,0,12.6,71.1,0.109,0,0,0,0,83.8
2024-02-16 14:54:30,,0,0,12.7,71.1,0.109,0,0,0,0,83.9
2024-02-16 14:54:40,,0.00909,0,12.7,71.3,0.109,0,0,0,0,84.1
2024-02-16 14:54:50,,0.00909,0,12.7,71.1,0.109,0,0,0,0,83.9
2024-02-16 14:55:00,,0.00909,0,12.6,71.2,0.109,0,0,0,0,83.9
2024-02-16 14:55:10,,0.00909,0,12.6,71.1,0.109,0,0,0,0,83.8
2024-02-16 14:55:20,,0.00909,0,12.9,72.9,0.109,0,0,0,0,85.9
2024-02-16 14:55:30,,0.00909,0,13.5,75.0,0,0,0,0,0,88.4
2024-02-16 14:55:40,,0.00909,0,12.9,70.5,0.109,0,0,0,0,83.5
2024-02-16 14:55:50,,0.00909,0,12.7,70.5,0.109,0,0,0,0,83.3
2024-02-16 14:56:00,,0.00909,0,12.7,70.6,0.109,0,0,0,0,83.5
2024-02-16 14:56:10,,0.00909,0,12.8,70.5,0.109,0,0,0,0,83.4
2024-02-16 14:56:20,,0.00909,0,12.8,70.6,0.109,0,0,0,0,83.4
2024-02-16 14:56:30,,0,0,12.7,70.6,0.109,0,0,0,0,83.4
2024-02-16 14:56:40,,0.0727,0,12.8,70.6,0.109,0,0,0,0,83.6
2024-02-16 14:56:50,,0.0727,0,12.9,70.5,0.109,0,0,0,0,83.6
2024-02-16 14:57:00,,0.0727,0,13.0,70.5,0.109,0,0,0,0,83.7
2024-02-16 14:57:10,,0.0727,0,12.9,70.5,0.109,0,0,0,0,83.6
2024-02-16 14:57:20,,0.0727,0,12.8,70.7,0.109,0,0,0,0,83.7
2024-02-16 14:57:30,,0.0727,0,13.5,75.0,0,0,0,0,0,88.5
2024-02-16 14:57:40,,0.136,0,13.0,70.8,0.100,0,0,0,0,84.0
2024-02-16 14:57:50,,0.136,0,12.9,70.7,0.109,0,0,0,0,83.9
2024-02-16 14:58:00,,0.136,0,12.9,70.6,0.109,0,0,0,0,83.7
2024-02-16 14:58:10,,0.136,0,12.9,70.8,0.109,0,0,0,0,83.9
2024-02-16 14:58:20,,0.136,0,12.8,70.8,0.109,0,0,0,0,83.8
2024-02-16 14:58:30,,0.0636,0,12.7,71.0,0.109,0,0,0,0,83.8
2024-02-16 14:58:40,,0.0636,0,12.5,71,0.109,0,0,0,0,83.6
2024-02-16 14:58:50,,0.0636,0,12.4,71.1,0.109,0,0,0,0,83.7
2024-02-16 14:59:00,,0.0636,0,12.5,71.1,0.109,0,0,0,0,83.8
2024-02-16 14:59:10,,0.0636,0,12.6,71.3,0.109,0,0,0,0,84.1
2024-02-16 14:59:20,,0.0636,0,12.8,71.3,0.109,0,0,0,0,84.3
2024-02-16 14:59:30,,0,0,13.5,75.3,0.00909,0,0,0,0,88.9
2024-02-16 14:59:40,,0.0636,0,12.9,71.8,0,0,0,0,0,84.8
2024-02-16 14:59:50,,0.0636,0,12.2,67.2,0.109,0,0,0,0,79.6
2024-02-16 15:00:00,,0.0636,0,12.2,67.1,0.109,0,0,0,0,79.5
2024-02-16 15:00:10,,0.0636,0,12.3,67.0,0.109,0,0,0,0,79.5
2024-02-16 15:00:20,,0.0636,0,12.2,66.8,0.109,0,0,0,0,79.2
2024-02-16 15:00:30,,0.0636,0,12.3,67.0,0.109,0,0,0,0,79.5
2024-02-16 15:00:40,,0.127,0,12.4,67.0,0.109,0,0,0,0,79.6
2024-02-16 15:00:50,,0.127,0,12.4,67.0,0.109,0,0,0,0,79.6
2024-02-16 15:01:00,,0.127,0,12.4,66.9,0.109,0,0,0,0,79.5
2024-02-16 15:01:10,,0.200,0,12.4,66.9,0.109,0,0,0,0,79.6
2024-02-16 15:01:20,,0.200,0,12.4,66.9,0.109,0,0,0,0,79.6
2024-02-16 15:01:30,,0.136,0,13.1,70.5,0.109,0,0,0,0,83.8
2024-02-16 15:01:40,,0.200,0,13.9,74.8,0,0,0,0,0,88.9
2024-02-16 15:01:50,,0.200,0,13.1,70.5,0.00909,0,0,0,0,83.8
2024-02-16 15:02:00,,0.200,0,12.7,68.8,0.109,0,0,0,0,81.9
2024-02-16 15:02:10,,0.200,0,12.7,69.0,0.109,0,0,0,0,82.0
2024-02-16 15:02:20,,0.200,0,12.7,68.7,0.109,0,0,0,0,81.8
2024-02-16 15:02:30,,0.136,0,12.7,68.6,0.109,0,0,0,0,81.6
2024-02-16 15:02:40,,0.136,0,12.6,68.4,0.109,0,0,0,0,81.3
2024-02-16 15:02:50,,0.136,0,12.6,68.3,0.109,0,0,0,0,81.1
2024-02-16 15:03:00,,0.0636,0,12.5,68.3,0.109,0,0,0,0,81.0
2024-02-16 15:03:10,,0.145,0,12.5,68.5,0.109,0,0,0,0,81.3
2024-02-16 15:03:20,,0.145,0,12.6,68.6,0.109,0,0,0,0,81.5
