sep=,
"Time","restworkerjava-586c6d968c-rnl6d / worker / PKG","restworkerjava-6645c55fc5-nrl9d / worker / PKG","restworkerjava-6c74555757-v7cqd / worker / PKG","restworkerjava-84544b4f5-dcldx / worker / PKG","restworkerjava-586c6d968c-rnl6d / worker / DRAM","restworkerjava-6645c55fc5-nrl9d / worker / DRAM","restworkerjava-6c74555757-v7cqd / worker / DRAM","restworkerjava-84544b4f5-dcldx / worker / DRAM","restworkerjava-586c6d968c-rnl6d / worker / OTHER","restworkerjava-6645c55fc5-nrl9d / worker / OTHER","restworkerjava-6c74555757-v7cqd / worker / OTHER","restworkerjava-84544b4f5-dcldx / worker / OTHER"
2024-02-16 13:30:50,,0.606,,,,0.0531,,,,0,,
2024-02-16 13:31:00,,0.459,,,,0.0384,,,,0,,
2024-02-16 13:31:10,,0.453,,,,0.0414,,,,0,,
2024-02-16 13:31:20,,0.602,,,,0.0534,,,,0,,
2024-02-16 13:31:30,,0.418,,,,0.0387,,,,0,,
2024-02-16 13:31:40,,0.388,,,,0.0390,,,,0,,
2024-02-16 13:31:50,,0.549,,,,0.0507,,,,0,,
2024-02-16 13:32:00,,0.441,,,,0.0351,,,,0,,
2024-02-16 13:32:10,,0.460,,,,0.0399,,,,0,,
2024-02-16 13:32:20,,0.651,,,,0.0501,,,,0,,
2024-02-16 13:32:30,,0.385,,,,0.0405,,,,0,,
2024-02-16 13:32:40,,0.470,,,,0.0390,,,,0,,
2024-02-16 13:32:50,,0.650,,,,0.0519,,,,0,,
2024-02-16 13:33:00,,0.409,,,,0.0387,,,,0,,
2024-02-16 13:33:10,,0.455,,,,0.0402,,,,0,,
2024-02-16 13:33:20,,0.605,,,,0.0537,,,,0,,
2024-02-16 13:33:30,,0.463,,,,0.0384,,,,0,,
2024-02-16 13:33:40,,0.474,,,,0.0399,,,,0,,
2024-02-16 13:33:50,,0.691,,,,0.0606,,,,0,,
2024-02-16 13:34:00,,0.471,,,,0.0375,,,,0,,
2024-02-16 13:34:10,,0.463,,,,0.0441,,,,0,,
2024-02-16 13:34:20,,0.627,,,,0.0480,,,,0,,
2024-02-16 13:34:30,,0.512,,,,0.0261,,,,0,,
2024-02-16 13:34:40,,0.467,,,,0.0267,,,,0,,
2024-02-16 13:34:50,,0.666,,,,0.0396,,,,0,,
2024-02-16 13:35:00,,0.422,,,,0.0300,,,,0,,
2024-02-16 13:35:10,,0.446,,,,0.0276,,,,0,,
2024-02-16 13:35:20,,0.623,,,,0.0360,,,,0,,
2024-02-16 13:35:30,,0.487,,,,0.0279,,,,0,,
2024-02-16 13:35:40,,0.420,,,,0.0273,,,,0,,
2024-02-16 13:35:50,,0.511,,,,0.0390,,,,0,,
2024-02-16 13:36:00,,0.480,,,,0.0291,,,,0,,
2024-02-16 13:36:10,,0.465,,,,0.0282,,,,0,,
2024-02-16 13:36:20,,0.598,,,,0.0369,,,,0,,
2024-02-16 13:36:30,,0.451,,,,0.0285,,,,0,,
2024-02-16 13:36:40,,0.473,,,,0.0276,,,,0,,
2024-02-16 13:36:50,,0.506,,,,0.0432,,,,0,,
2024-02-16 13:37:00,,0.424,,,,0.0312,,,,0,,
2024-02-16 13:37:10,,0.469,,,,0.0372,,,,0,,
2024-02-16 13:37:20,,0.631,,,,0.0561,,,,0,,
2024-02-16 13:37:30,,0.470,,,,0.0387,,,,0,,
2024-02-16 13:37:40,,0.436,,,,0.0390,,,,0,,
2024-02-16 13:37:50,,0.844,,,,0.0489,,,,0,,
2024-02-16 13:38:00,,0.413,,,,0.0282,,,,0,,
2024-02-16 13:38:10,,0.200,,,,0.0168,,,,0,,
2024-02-16 13:38:20,,0.267,,,,0.0222,,,,0,,
2024-02-16 13:38:30,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:38:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:38:50,,0.265,,,,0.0225,,,,0,,
2024-02-16 13:39:00,,0.201,,,,0.0171,,,,0,,
2024-02-16 13:39:10,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:39:20,,0.266,,,,0.0222,,,,0.000300,,
2024-02-16 13:39:30,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:39:40,,0.200,,,,0.0165,,,,0,,
2024-02-16 13:39:50,,0.268,,,,0.0225,,,,0,,
2024-02-16 13:40:00,,0.199,,,,0.0168,,,,0.000300,,
2024-02-16 13:40:10,,0.200,,,,0.0168,,,,0,,
2024-02-16 13:40:20,,0.264,,,,0.0228,,,,0,,
2024-02-16 13:40:30,,0.199,,,,0.0165,,,,0,,
2024-02-16 13:40:40,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:40:50,,0.265,,,,0.0225,,,,0,,
2024-02-16 13:41:00,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:41:10,,0.200,,,,0.0171,,,,0,,
2024-02-16 13:41:20,,0.266,,,,0.0225,,,,0.000300,,
2024-02-16 13:41:30,,0.207,,,,0.0171,,,,0,,
2024-02-16 13:41:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:41:50,,0.266,,,,0.0225,,,,0,,
2024-02-16 13:42:00,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:42:10,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:42:20,,0.262,,,,0.0228,,,,0,,
2024-02-16 13:42:30,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:42:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:42:50,,0.266,,,,0.0225,,,,0.000300,,
2024-02-16 13:43:00,,0.200,,,,0.0171,,,,0,,
2024-02-16 13:43:10,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:43:20,,0.268,,,,0.0228,,,,0,,
2024-02-16 13:43:30,,0.199,,,,0.0165,,,,0,,
2024-02-16 13:43:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:43:50,,0.266,,,,0.0222,,,,0.000300,,
2024-02-16 13:44:00,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:44:10,,0.200,,,,0.0171,,,,0,,
2024-02-16 13:44:20,,0.266,,,,0.0225,,,,0.000300,,
2024-02-16 13:44:30,,0.225,,,,0.0168,,,,0.000300,,
2024-02-16 13:44:40,,0.199,,,,0.0168,,,,0,,
2024-02-16 13:44:50,,0.268,,,,0.0225,,,,0.000300,,
2024-02-16 13:45:00,,0.200,,,,0.0171,,,,0,,
2024-02-16 13:45:10,,0.200,,,,0.0171,,,,0,,
2024-02-16 13:45:20,,0.266,,,,0.0228,,,,0,,
2024-02-16 13:45:30,,0.199,,,,0.0165,,,,0.000300,,
2024-02-16 13:45:40,,0.199,,,,0.0171,,,,0,,
2024-02-16 13:45:50,,0.253,,,,0.0225,,,,0,,
2024-02-16 13:46:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:46:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:46:20,,0.248,,,,0.0228,,,,0,,
2024-02-16 13:46:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:46:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:46:50,,0.252,,,,0.0225,,,,0,,
2024-02-16 13:47:00,,0.188,,,,0.0171,,,,0,,
2024-02-16 13:47:10,,0.188,,,,0.0171,,,,0,,
2024-02-16 13:47:20,,0.247,,,,0.0225,,,,0,,
2024-02-16 13:47:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:47:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:47:50,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:48:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:48:10,,0.188,,,,0.0168,,,,0,,
2024-02-16 13:48:20,,0.250,,,,0.0228,,,,0,,
2024-02-16 13:48:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:48:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:48:50,,0.250,,,,0.0228,,,,0,,
2024-02-16 13:49:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:49:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:49:20,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:49:30,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:49:40,,0.185,,,,0.0171,,,,0,,
2024-02-16 13:49:50,,0.248,,,,0.0225,,,,0,,
2024-02-16 13:50:00,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:50:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:50:20,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:50:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:50:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:50:50,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:51:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:51:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:51:20,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:51:30,,0.199,,,,0.0174,,,,0,,
2024-02-16 13:51:40,,0.188,,,,0.0171,,,,0,,
2024-02-16 13:51:50,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:52:00,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:52:10,,0.188,,,,0.0171,,,,0,,
2024-02-16 13:52:20,,0.248,,,,0.0225,,,,0,,
2024-02-16 13:52:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:52:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:52:50,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:53:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:53:10,,0.188,,,,0.0171,,,,0,,
2024-02-16 13:53:20,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:53:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:53:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:53:50,,0.250,,,,0.0225,,,,0,,
2024-02-16 13:54:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:54:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:54:20,,0.250,,,,0.0228,,,,0,,
2024-02-16 13:54:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:54:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:54:50,,0.252,,,,0.0225,,,,0,,
2024-02-16 13:55:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:55:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:55:20,,0.250,,,,0.0228,,,,0,,
2024-02-16 13:55:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:55:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:55:50,,0.252,,,,0.0228,,,,0,,
2024-02-16 13:56:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:56:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:56:20,,0.248,,,,0.0225,,,,0,,
2024-02-16 13:56:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:56:40,,0.188,,,,0.0171,,,,0,,
2024-02-16 13:56:50,,0.248,,,,0.0225,,,,0,,
2024-02-16 13:57:00,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:57:10,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:57:20,,0.248,,,,0.0225,,,,0,,
2024-02-16 13:57:30,,0.187,,,,0.0168,,,,0,,
2024-02-16 13:57:40,,0.187,,,,0.0171,,,,0,,
2024-02-16 13:57:50,,0.248,,,,0.0228,,,,0,,
2024-02-16 13:58:00,,0.248,,,,0.0228,,,,0,,
2024-02-16 13:58:10,0.691,0.248,,,0.0285,0.0228,,,0,0,,
2024-02-16 13:58:20,0.284,0.248,,,0.0228,0.0228,,,0,0,,
2024-02-16 13:58:30,0.221,0.248,,,0.0168,0.0228,,,0,0,,
2024-02-16 13:58:40,0.204,,,,0.0171,,,,0,,,
2024-02-16 13:58:50,0.251,,,,0.0231,,,,0,,,
2024-02-16 13:59:00,0.188,,,,0.0174,,,,0,,,
2024-02-16 13:59:10,0.194,,,,0.0171,,,,0,,,
2024-02-16 13:59:20,0.249,,,,0.0225,,,,0,,,
2024-02-16 13:59:30,0.195,,,,0.0168,,,,0,,,
2024-02-16 13:59:40,0.191,,,,0.0171,,,,0,,,
2024-02-16 13:59:50,0.250,,,,0.0225,,,,0,,,
2024-02-16 14:00:00,1.16,,,,0.0477,,,,0,,,
2024-02-16 14:00:10,0.834,,,,0.0477,,,,0,,,
2024-02-16 14:00:20,0.910,,,,0.0582,,,,0,,,
2024-02-16 14:00:30,0.997,,,,0.0309,,,,0,,,
2024-02-16 14:00:40,0.426,,,,0.0351,,,,0,,,
2024-02-16 14:00:50,0.744,,,,0.0444,,,,0,,,
2024-02-16 14:01:00,0.636,,,,0.0318,,,,0,,,
2024-02-16 14:01:10,0.617,,,,0.0288,,,,0,,,
2024-02-16 14:01:20,0.402,,,,0.0363,,,,0,,,
2024-02-16 14:01:30,0.768,,,,0.0330,,,,0,,,
2024-02-16 14:01:40,0.273,,,,0.0273,,,,0,,,
2024-02-16 14:01:50,0.377,,,,0.0360,,,,0,,,
2024-02-16 14:02:00,0.748,,,,0.0294,,,,0,,,
2024-02-16 14:02:10,0.404,,,,0.0246,,,,0,,,
2024-02-16 14:02:20,0.421,,,,0.0312,,,,0,,,
2024-02-16 14:02:30,0.487,,,,0.0228,,,,0,,,
2024-02-16 14:02:40,0.824,,,,0.0237,,,,0,,,
2024-02-16 14:02:50,0.457,,,,0.0312,,,,0,,,
2024-02-16 14:03:00,0.342,,,,0.0231,,,,0,,,
2024-02-16 14:03:10,0.657,,,,0.0279,,,,0,,,
2024-02-16 14:03:20,0.380,,,,0.0294,,,,0,,,
2024-02-16 14:03:30,0.260,,,,0.0228,,,,0,,,
2024-02-16 14:03:40,0.309,,,,0.0252,,,,0,,,
2024-02-16 14:03:50,0.717,,,,0.0327,,,,0,,,
2024-02-16 14:04:00,0.433,,,,0.0237,,,,0,,,
2024-02-16 14:04:10,0.255,,,,0.0228,,,,0,,,
2024-02-16 14:04:20,0.426,,,,0.0291,,,,0,,,
2024-02-16 14:04:30,0.284,,,,0.0228,,,,0,,,
2024-02-16 14:04:40,0.566,,,,0.0222,,,,0,,,
2024-02-16 14:04:50,0.435,,,,0.0291,,,,0,,,
2024-02-16 14:05:00,0.215,,,,0.0201,,,,0,,,
2024-02-16 14:05:10,0.242,,,,0.0219,,,,0,,,
2024-02-16 14:05:20,0.326,,,,0.0303,,,,0,,,
2024-02-16 14:05:30,0.208,,,,0.0228,,,,0,,,
2024-02-16 14:05:40,0.252,,,,0.0228,,,,0,,,
2024-02-16 14:05:50,0.284,,,,0.0270,,,,0,,,
2024-02-16 14:06:00,0.359,,,,0.0240,,,,0,,,
2024-02-16 14:06:10,0.262,,,,0.0246,,,,0,,,
2024-02-16 14:06:20,0.729,,,,0.0276,,,,0,,,
2024-02-16 14:06:30,0.320,,,,0.0240,,,,0,,,
2024-02-16 14:06:40,0.246,,,,0.0213,,,,0,,,
2024-02-16 14:06:50,0.762,,,,0.0279,,,,0,,,
2024-02-16 14:07:00,0.304,,,,0.0198,,,,0,,,
2024-02-16 14:07:10,0.256,,,,0.0216,,,,0,,,
2024-02-16 14:07:20,0.298,,,,0.0294,,,,0,,,
2024-02-16 14:07:30,0.444,,,,0.0252,,,,0,,,
2024-02-16 14:07:40,0.230,,,,0.0243,,,,0,,,
2024-02-16 14:07:50,0.384,,,,0.0285,,,,0,,,
2024-02-16 14:08:00,0.483,,,,0.0222,,,,0,,,
2024-02-16 14:08:10,0.594,,,,0.0249,,,,0,,,
2024-02-16 14:08:20,0.318,,,,0.0276,,,,0,,,
2024-02-16 14:08:30,0.224,,,,0.0201,,,,0,,,
2024-02-16 14:08:40,0.286,,,,0.0201,,,,0,,,
2024-02-16 14:08:50,0.343,,,,0.0252,,,,0,,,
2024-02-16 14:09:00,0.247,,,,0.0198,,,,0,,,
2024-02-16 14:09:10,0.208,,,,0.0189,,,,0,,,
2024-02-16 14:09:20,0.331,,,,0.0264,,,,0,,,
2024-02-16 14:09:30,0.230,,,,0.0186,,,,0,,,
2024-02-16 14:09:40,0.351,,,,0.0213,,,,0,,,
2024-02-16 14:09:50,0.297,,,,0.0249,,,,0,,,
2024-02-16 14:10:00,0.253,,,,0.0186,,,,0,,,
2024-02-16 14:10:10,0.209,,,,0.0216,,,,0,,,
2024-02-16 14:10:20,0.276,,,,0.0243,,,,0,,,
2024-02-16 14:10:30,0.221,,,,0.0186,,,,0,,,
2024-02-16 14:10:40,0.472,,,,0.0201,,,,0,,,
2024-02-16 14:10:50,0.360,,,,0.0264,,,,0,,,
2024-02-16 14:11:00,0.422,,,,0.0198,,,,0,,,
2024-02-16 14:11:10,0.233,,,,0.0192,,,,0,,,
2024-02-16 14:11:20,0.292,,,,0.0255,,,,0,,,
2024-02-16 14:11:30,0.227,,,,0.0189,,,,0,,,
2024-02-16 14:11:40,0.217,,,,0.0198,,,,0,,,
2024-02-16 14:11:50,0.283,,,,0.0249,,,,0,,,
2024-02-16 14:12:00,0.198,,,,0.0174,,,,0,,,
2024-02-16 14:12:10,0.256,,,,0.0213,,,,0,,,
2024-02-16 14:12:20,0.271,,,,0.0264,,,,0,,,
2024-02-16 14:12:30,0.211,,,,0.0186,,,,0,,,
2024-02-16 14:12:40,0.284,,,,0.0198,,,,0,,,
2024-02-16 14:12:50,0.280,,,,0.0246,,,,0,,,
2024-02-16 14:13:00,0.201,,,,0.0189,,,,0,,,
2024-02-16 14:13:10,0.218,,,,0.0198,,,,0,,,
2024-02-16 14:13:20,0.321,,,,0.0255,,,,0,,,
2024-02-16 14:13:30,0.220,,,,0.0192,,,,0,,,
2024-02-16 14:13:40,0.203,,,,0.0207,,,,0,,,
2024-02-16 14:13:50,0.278,,,,0.0264,,,,0,,,
2024-02-16 14:14:00,0.211,,,,0.0189,,,,0,,,
2024-02-16 14:14:10,0.411,,,,0.0207,,,,0,,,
2024-02-16 14:14:20,0.317,,,,0.0252,,,,0,,,
2024-02-16 14:14:30,0.207,,,,0.0180,,,,0,,,
2024-02-16 14:14:40,0.203,,,,0.0183,,,,0,,,
2024-02-16 14:14:50,0.312,,,,0.0246,,,,0,,,
2024-02-16 14:15:00,0.205,,,,0.0183,,,,0,,,
2024-02-16 14:15:10,0.203,,,,0.0186,,,,0,,,
2024-02-16 14:15:20,0.287,,,,0.0252,,,,0,,,
2024-02-16 14:15:30,0.207,,,,0.0183,,,,0,,,
2024-02-16 14:15:40,0.211,,,,0.0189,,,,0,,,
2024-02-16 14:15:50,0.273,,,,0.0249,,,,0,,,
2024-02-16 14:16:00,0.214,,,,0.0195,,,,0,,,
2024-02-16 14:16:10,0.269,,,,0.0201,,,,0,,,
2024-02-16 14:16:20,0.317,,,,0.0270,,,,0,,,
2024-02-16 14:16:30,0.216,,,,0.0186,,,,0,,,
2024-02-16 14:16:40,0.219,,,,0.0180,,,,0,,,
2024-02-16 14:16:50,0.294,,,,0.0240,,,,0,,,
2024-02-16 14:17:00,0.206,,,,0.0180,,,,0,,,
2024-02-16 14:17:10,0.197,,,,0.0186,,,,0,,,
2024-02-16 14:17:20,0.278,,,,0.0243,,,,0,,,
2024-02-16 14:17:30,0.205,,,,0.0177,,,,0,,,
2024-02-16 14:17:40,0.208,,,,0.0186,,,,0,,,
2024-02-16 14:17:50,0.283,,,,0.0261,,,,0,,,
2024-02-16 14:18:00,0.207,,,,0.0180,,,,0,,,
2024-02-16 14:18:10,0.197,,,,0.0186,,,,0,,,
2024-02-16 14:18:20,0.283,,,,0.0273,,,,0,,,
2024-02-16 14:18:30,0.456,,,,0.0189,,,,0,,,
2024-02-16 14:18:40,0.202,,,,0.0186,,,,0,,,
2024-02-16 14:18:50,0.269,,,,0.0249,,,,0,,,
2024-02-16 14:19:00,0.208,,,,0.0180,,,,0,,,
2024-02-16 14:19:10,0.206,,,,0.0183,,,,0,,,
2024-02-16 14:19:20,0.300,,,,0.0243,,,,0,,,
2024-02-16 14:19:30,0.232,,,,0.0180,,,,0,,,
2024-02-16 14:19:40,0.206,,,,0.0195,,,,0,,,
2024-02-16 14:19:50,0.289,,,,0.0261,,,,0,,,
2024-02-16 14:20:00,0.201,,,,0.0186,,,,0,,,
2024-02-16 14:20:10,0.204,,,,0.0186,,,,0,,,
2024-02-16 14:20:20,0.276,,,,0.0273,,,,0,,,
2024-02-16 14:20:30,0.213,,,,0.0198,,,,0,,,
2024-02-16 14:20:40,0.202,,,,0.0195,,,,0,,,
2024-02-16 14:20:50,0.283,,,,0.0258,,,,0,,,
2024-02-16 14:21:00,0.243,,,,0.0189,,,,0,,,
2024-02-16 14:21:10,0.215,,,,0.0192,,,,0,,,
2024-02-16 14:21:20,0.274,,,,0.0252,,,,0,,,
2024-02-16 14:21:30,0.212,,,,0.0180,,,,0,,,
2024-02-16 14:21:40,0.209,,,,0.0183,,,,0,,,
2024-02-16 14:21:50,0.276,,,,0.0255,,,,0,,,
2024-02-16 14:22:00,0.205,,,,0.0177,,,,0,,,
2024-02-16 14:22:10,0.196,,,,0.0186,,,,0,,,
2024-02-16 14:22:20,0.284,,,,0.0264,,,,0,,,
2024-02-16 14:22:30,0.200,,,,0.0198,,,,0,,,
2024-02-16 14:22:40,0.207,,,,0.0195,,,,0,,,
2024-02-16 14:22:50,0.276,,,,0.0255,,,,0,,,
2024-02-16 14:23:00,0.210,,,,0.0189,,,,0,,,
2024-02-16 14:23:10,0.206,,,,0.0189,,,,0,,,
2024-02-16 14:23:20,0.275,,,,0.0243,,,,0,,,
2024-02-16 14:23:30,0.209,,,,0.0180,,,,0,,,
2024-02-16 14:23:40,0.209,,,,0.0183,,,,0,,,
2024-02-16 14:23:50,0.276,,,,0.0255,,,,0,,,
2024-02-16 14:24:00,0.215,,,,0.0180,,,,0,,,
2024-02-16 14:24:10,0.196,,,,0.0177,,,,0,,,
2024-02-16 14:24:20,0.274,,,,0.0279,,,,0,,,
2024-02-16 14:24:30,0.209,,,,0.0192,,,,0,,,
2024-02-16 14:24:40,0.213,,,,0.0186,,,,0,,,
2024-02-16 14:24:50,0.277,,,,0.0249,,,,0,,,
2024-02-16 14:25:00,0.231,,,,0.0192,,,,0,,,
2024-02-16 14:25:10,0.216,,,,0.0195,,,,0,,,
2024-02-16 14:25:20,0.280,,,,0.0249,,,,0,,,
2024-02-16 14:25:30,0.215,,,,0.0189,,,,0,,,
2024-02-16 14:25:40,0.208,,,,0.0186,,,,0,,,
2024-02-16 14:25:50,0.347,,,,0.0279,,,,0,,,
2024-02-16 14:26:00,0.239,,,,0.0186,,,,0,,,
2024-02-16 14:26:10,0.205,,,,0.0183,,,,0,,,
2024-02-16 14:26:20,0.302,,,,0.0270,,,,0,,,
2024-02-16 14:26:30,0.207,,,,0.0186,,,,0,,,
2024-02-16 14:26:40,0.205,,,,0.0180,,,,0,,,
2024-02-16 14:26:50,0.282,,,,0.0252,,,,0,,,
2024-02-16 14:27:00,0.605,,,,0.0198,,,,0,,,
2024-02-16 14:27:10,0.207,,,,0.0183,,,,0,,,
2024-02-16 14:27:20,0.282,,,,0.0240,,,,0,,,
2024-02-16 14:27:30,0.202,,,,0.0189,,,,0,,,
2024-02-16 14:27:40,0.215,,,,0.0189,,,,0,,,
2024-02-16 14:27:50,0.294,,,,0.0270,,,,0,,,
2024-02-16 14:28:00,0.205,,,,0.0189,,,,0,,,
2024-02-16 14:28:10,0.201,,,,0.0195,,,,0,,,
2024-02-16 14:28:20,0.272,,,,0.0264,,,,0,,,
2024-02-16 14:28:30,0.322,,,,0.0192,,,,0,,,
2024-02-16 14:28:40,0.201,,,,0.0189,,,,0,,,
2024-02-16 14:28:50,0.270,,,,0.0246,,,,0,,,
2024-02-16 14:29:00,0.204,,,,0.0177,,,,0,,,
2024-02-16 14:29:10,0.205,,,,0.0180,,,,0,,,
2024-02-16 14:29:20,0.271,,,,0.0243,,,,0,,,
2024-02-16 14:29:30,0.205,,,,0.0180,,,,0,,,
2024-02-16 14:29:40,0.212,,,,0.0201,,,,0,,,
2024-02-16 14:29:50,0.285,,,,0.0267,,,,0,,,
2024-02-16 14:30:00,0.217,,,,0.0198,,,,0,,,
2024-02-16 14:30:10,0.217,,,,0.0180,,,,0,,,
2024-02-16 14:30:20,0.278,,,,0.0279,,,,0,,,
2024-02-16 14:30:30,0.207,,,,0.0183,,,,0,,,
2024-02-16 14:30:40,0.213,,,,0.0186,,,,0,,,
2024-02-16 14:30:50,0.270,,,,0.0237,,,,0,,,
2024-02-16 14:31:00,0.205,,,,0.0180,,,,0,,,
2024-02-16 14:31:10,0.207,,,,0.0183,,,,0,,,
2024-02-16 14:31:20,0.278,,,,0.0243,,,,0,,,
2024-02-16 14:31:30,0.206,,,,0.0183,,,,0,,,
2024-02-16 14:31:40,0.200,,,,0.0183,,,,0,,,
2024-02-16 14:31:50,0.271,,,,0.0261,,,,0,,,
2024-02-16 14:32:00,0.211,,,,0.0189,,,,0,,,
2024-02-16 14:32:10,0.207,,,,0.0192,,,,0,,,
2024-02-16 14:32:20,0.267,,,,0.0252,,,,0,,,
2024-02-16 14:32:30,0.205,,,,0.0186,,,,0,,,
2024-02-16 14:32:40,0.203,,,,0.0183,,,,0,,,
2024-02-16 14:32:50,0.283,,,,0.0240,,,,0,,,
2024-02-16 14:33:00,0.202,,,,0.0174,,,,0,,,
2024-02-16 14:33:10,0.202,,,,0.0177,,,,0,,,
2024-02-16 14:33:20,0.276,,,,0.0240,,,,0,,,
2024-02-16 14:33:30,0.208,,,,0.0177,,,,0,,,
2024-02-16 14:33:40,0.207,,,,0.0189,,,,0,,,
2024-02-16 14:33:50,0.324,,,,0.0258,,,,0,,,
2024-02-16 14:34:00,0.214,,,,0.0192,,,,0,,,
2024-02-16 14:34:10,0.206,,,,0.0195,,,,0,,,
2024-02-16 14:34:20,0.272,,,,0.0273,,,,0,,,
2024-02-16 14:34:30,0.206,,,,0.0186,,,,0,,,
2024-02-16 14:34:40,0.203,,,,0.0183,,,,0,,,
2024-02-16 14:34:50,0.279,,,,0.0276,,,,0,,,
2024-02-16 14:35:00,0.203,,,,0.0186,,,,0,,,
2024-02-16 14:35:10,0.204,,,,0.0198,,,,0,,,
2024-02-16 14:35:20,0.298,,,,0.0255,,,,0,,,
2024-02-16 14:35:30,0.206,,,,0.0192,,,,0,,,
2024-02-16 14:35:40,0.208,,,,0.0189,,,,0,,,
2024-02-16 14:35:50,0.284,,,,0.0267,,,,0,,,
2024-02-16 14:36:00,0.204,,,,0.0192,,,,0,,,
2024-02-16 14:36:10,0.204,,,,0.0177,,,,0,,,
2024-02-16 14:36:20,0.271,,,,0.0246,,,,0,,,
2024-02-16 14:36:30,0.203,,,,0.0213,,,,0,,,
2024-02-16 14:36:40,0.212,,,,0.0693,,,,0,,,
2024-02-16 14:36:50,0.270,,,,0.0273,,,,0,,,
2024-02-16 14:37:00,0.205,,,,0.0186,,,,0,,,
2024-02-16 14:37:10,0.211,,,,0.0216,,,,0,,,
2024-02-16 14:37:20,0.296,,,,0.0297,,,,0,,,
2024-02-16 14:37:30,0.217,,,,0.0180,,,,0,,,
2024-02-16 14:37:40,0.259,,,,0.0210,,,,0,,,
2024-02-16 14:37:50,0.281,,,,0.0255,,,,0,,,
2024-02-16 14:38:00,0.201,,,,0.0177,,,,0,,,
2024-02-16 14:38:10,0.219,,,,0.0177,,,,0,,,
2024-02-16 14:38:20,0.274,,,,0.0249,,,,0,,,
2024-02-16 14:38:30,0.283,,,,0.0216,,,,0,,,
2024-02-16 14:38:40,0.206,,,,0.0204,,,,0,,,
2024-02-16 14:38:50,0.274,,,,0.0240,,,,0,,,
2024-02-16 14:39:00,0.208,,,,0.0174,,,,0,,,
2024-02-16 14:39:10,0.273,,,,0.0201,,,,0,,,
2024-02-16 14:39:20,0.558,,,,0.0234,,,,0,,,
