sep=,
"Time","restworkerjava-58d6f48b94-rbd6b / worker / PKG","restworkerjava-7885b99b5f-9mrn5 / worker / PKG","restworkerjava-85d7c5b9df-wpdkg / worker / PKG","restworkerjava-58d6f48b94-rbd6b / worker / DRAM","restworkerjava-7885b99b5f-9mrn5 / worker / DRAM","restworkerjava-85d7c5b9df-wpdkg / worker / DRAM","restworkerjava-58d6f48b94-rbd6b / worker / OTHER","restworkerjava-7885b99b5f-9mrn5 / worker / OTHER","restworkerjava-85d7c5b9df-wpdkg / worker / OTHER"
2024-02-10 19:08:30,,,0.401,,,0.0384,,,0
2024-02-10 19:08:40,,,0.119,,,0.0183,,,0
2024-02-10 19:08:50,,,0.120,,,0.0177,,,0
2024-02-10 19:09:00,,,0.161,,,0.0237,,,0
2024-02-10 19:09:10,,,0.381,,,0.0378,,,0
2024-02-10 19:09:20,,,0.400,,,0.0324,,,0
2024-02-10 19:09:30,,,0.537,,,0.0420,,,0
2024-02-10 19:09:40,,,0.347,,,0.0327,,,0
2024-02-10 19:09:50,,,0.336,,,0.0333,,,0
2024-02-10 19:10:00,,,0.470,,,0.0429,,,0
2024-02-10 19:10:10,,,0.377,,,0.0375,,,0
2024-02-10 19:10:20,,,0.527,,,0.0396,,,0
2024-02-10 19:10:30,,,0.702,,,0.0477,,,0
2024-02-10 19:10:40,,,0.417,,,0.0333,,,0
2024-02-10 19:10:50,,,0.340,,,0.0321,,,0
2024-02-10 19:11:00,,,0.473,,,0.0453,,,0
2024-02-10 19:11:10,,,0.357,,,0.0303,,,0
2024-02-10 19:11:20,,,0.352,,,0.0345,,,0
2024-02-10 19:11:30,,,0.592,,,0.0426,,,0
2024-02-10 19:11:40,,,0.241,,,0.0240,,,0
2024-02-10 19:11:50,,,0.120,,,0.0177,,,0
2024-02-10 19:12:00,,,0.162,,,0.0237,,,0
2024-02-10 19:12:10,,,0.119,,,0.0177,,,0
2024-02-10 19:12:20,,,0.274,,,0.0336,,,0
2024-02-10 19:12:30,,,0.525,,,0.0447,,,0
2024-02-10 19:12:40,,,0.377,,,0.0330,,,0
2024-02-10 19:12:50,,,0.455,,,0.0342,,,0
2024-02-10 19:13:00,,,0.516,,,0.0426,,,0
2024-02-10 19:13:10,,,0.381,,,0.0339,,,0
2024-02-10 19:13:20,,,0.366,,,0.0312,,,0
2024-02-10 19:13:30,,,0.782,,,0.0543,,,0
2024-02-10 19:13:40,,,0.425,,,0.0381,,,0
2024-02-10 19:13:50,,,0.346,,,0.0363,,,0
2024-02-10 19:14:00,,,0.477,,,0.0429,,,0
2024-02-10 19:14:10,,,0.274,,,0.0261,,,0
2024-02-10 19:14:20,,,0.433,,,0.0303,,,0
2024-02-10 19:14:30,,,0.537,,,0.0474,,,0
2024-02-10 19:14:40,,,0.318,,,0.0363,,,0
2024-02-10 19:14:50,,,0.395,,,0.0285,,,0
2024-02-10 19:15:00,,,0.240,,,0.0336,,,0
2024-02-10 19:15:10,,,0.120,,,0.0177,,,0
2024-02-10 19:15:20,,,0.121,,,0.0183,,,0
2024-02-10 19:15:30,,,0.237,,,0.0354,,,0
2024-02-10 19:15:40,,,0.379,,,0.0348,,,0
2024-02-10 19:15:50,,,0.373,,,0.0267,,,0
2024-02-10 19:16:00,,,0.513,,,0.0351,,,0
2024-02-10 19:16:10,,,0.417,,,0.0258,,,0
2024-02-10 19:16:20,,,0.395,,,0.0249,,,0
2024-02-10 19:16:30,,,0.500,,,0.0396,,,0
2024-02-10 19:16:40,,,0.423,,,0.0375,,,0
2024-02-10 19:16:50,,,0.637,,,0.0303,,,0
2024-02-10 19:17:00,,,0.568,,,0.0390,,,0
2024-02-10 19:17:10,,,0.366,,,0.0273,,,0
2024-02-10 19:17:20,,,0.354,,,0.0291,,,0
2024-02-10 19:17:30,,,0.465,,,0.0408,,,0
2024-02-10 19:17:40,,,0.370,,,0.0267,,,0
2024-02-10 19:17:50,,,0.352,,,0.0270,,,0
2024-02-10 19:18:00,,,0.446,,,0.0372,,,0
2024-02-10 19:18:10,,,0.173,,,0.0204,,,0
2024-02-10 19:18:20,,,0.120,,,0.0180,,,0
2024-02-10 19:18:30,,,0.160,,,0.0237,,,0
2024-02-10 19:18:40,,,0.125,,,0.0180,,,0
2024-02-10 19:18:50,,,0.369,,,0.0381,,,0
2024-02-10 19:19:00,,,0.514,,,0.0441,,,0
2024-02-10 19:19:10,,,0.376,,,0.0297,,,0
2024-02-10 19:19:20,,,0.349,,,0.0345,,,0
2024-02-10 19:19:30,,,0.495,,,0.0423,,,0
2024-02-10 19:19:40,,,0.278,,,0.0237,,,0
2024-02-10 19:19:50,,,0.415,,,0.0378,,,0
2024-02-10 19:20:00,,,0.654,,,0.0513,,,0
2024-02-10 19:20:10,,,0.439,,,0.0339,,,0
2024-02-10 19:20:20,,,0.413,,,0.0342,,,0
2024-02-10 19:20:30,,,0.519,,,0.0429,,,0
2024-02-10 19:20:40,,,0.402,,,0.0330,,,0
2024-02-10 19:20:50,,,0.393,,,0.0303,,,0
2024-02-10 19:21:00,,,0.530,,,0.0435,,,0
2024-02-10 19:21:10,,,0.339,,,0.0333,,,0
2024-02-10 19:21:20,,,0.307,,,0.0282,,,0
2024-02-10 19:21:30,,,0.162,,,0.0240,,,0
2024-02-10 19:21:40,,,0.120,,,0.0177,,,0
2024-02-10 19:21:50,,,0.118,,,0.0174,,,0
2024-02-10 19:22:00,,,0.391,,,0.0414,,,0
2024-02-10 19:22:10,,,0.395,,,0.0309,,,0
2024-02-10 19:22:20,,,0.446,,,0.0327,,,0
2024-02-10 19:22:30,,,0.571,,,0.0414,,,0
2024-02-10 19:22:40,,,0.387,,,0.0315,,,0
2024-02-10 19:22:50,,,0.436,,,0.0303,,,0
2024-02-10 19:23:00,,,0.541,,,0.0510,,,0
2024-02-10 19:23:10,,,0.453,,,0.0390,,,0
2024-02-10 19:23:20,,,0.518,,,0.0336,,,0
2024-02-10 19:23:30,,,0.503,,,0.0450,,,0
2024-02-10 19:23:40,,,0.332,,,0.0309,,,0
2024-02-10 19:23:50,,,0.361,,,0.0315,,,0
2024-02-10 19:24:00,,,0.469,,,0.0450,,,0
2024-02-10 19:24:10,,,0.422,,,0.0315,,,0
2024-02-10 19:24:20,,,0.386,,,0.0336,,,0
2024-02-10 19:24:30,,,0.406,,,0.0354,,,0
2024-02-10 19:24:40,,,0.122,,,0.0180,,,0
2024-02-10 19:24:50,,,0.120,,,0.0177,,,0
2024-02-10 19:25:00,,,0.160,,,0.0237,,,0
2024-02-10 19:25:10,,,0.236,,,0.0324,,,0
2024-02-10 19:25:20,,,0.415,,,0.0324,,,0
2024-02-10 19:25:30,,,0.530,,,0.0423,,,0
2024-02-10 19:25:40,,,0.380,,,0.0306,,,0
2024-02-10 19:25:50,,,0.343,,,0.0336,,,0
2024-02-10 19:26:00,,,0.475,,,0.0426,,,0
2024-02-10 19:26:10,,,0.374,,,0.0327,,,0
2024-02-10 19:26:20,,,0.479,,,0.0435,,,0
2024-02-10 19:26:30,,,0.572,,,0.0465,,,0
2024-02-10 19:26:40,,,0.400,,,0.0327,,,0
2024-02-10 19:26:50,,,0.326,,,0.0321,,,0
2024-02-10 19:27:00,,,0.442,,,0.0429,,,0
2024-02-10 19:27:10,,,0.342,,,0.0312,,,0
2024-02-10 19:27:20,,,0.392,,,0.0324,,,0
2024-02-10 19:27:30,,,0.573,,,0.0447,,,0
2024-02-10 19:27:40,,,0.428,,,0.0300,,,0
2024-02-10 19:27:50,,,0.180,,,0.0207,,,0
2024-02-10 19:28:00,,,0.161,,,0.0237,,,0
2024-02-10 19:28:10,,,0.119,,,0.0177,,,0
2024-02-10 19:28:20,,,0.144,,,0.0210,,,0
2024-02-10 19:28:30,,,0.609,,,0.0465,,,0
2024-02-10 19:28:40,,,0.368,,,0.0324,,,0
2024-02-10 19:28:50,,,0.650,,,0.0336,,,0
2024-02-10 19:29:00,,,0.477,,,0.0429,,,0
2024-02-10 19:29:10,,,0.374,,,0.0315,,,0
2024-02-10 19:29:20,,,0.386,,,0.0327,,,0
2024-02-10 19:29:30,,,0.595,,,0.0528,,,0
2024-02-10 19:29:40,,,0.385,,,0.0357,,,0
2024-02-10 19:29:50,,,0.509,,,0.0336,,,0
2024-02-10 19:30:00,,,0.540,,,0.0417,,,0
2024-02-10 19:30:10,,,0.369,,,0.0318,,,0
2024-02-10 19:30:20,,,0.266,,,0.0234,,,0
2024-02-10 19:30:30,,,0.415,,,0.0378,,,0
2024-02-10 19:30:40,,,0.343,,,0.0318,,,0
2024-02-10 19:30:50,,,0.421,,,0.0321,,,0
2024-02-10 19:31:00,,,0.493,,,0.0405,,,0
2024-02-10 19:31:10,,,0.130,,,0.0189,,,0
2024-02-10 19:31:20,,,0.122,,,0.0180,,,0
2024-02-10 19:31:30,,,0.180,,,0.0240,,,0
2024-02-10 19:31:40,,,0.340,,,0.0354,,,0
2024-02-10 19:31:50,,,0.344,,,0.0306,,,0
2024-02-10 19:32:00,,,0.532,,,0.0396,,,0
2024-02-10 19:32:10,,,0.382,,,0.0324,,,0
2024-02-10 19:32:20,,,0.421,,,0.0306,,,0
2024-02-10 19:32:30,,,0.526,,,0.0429,,,0
2024-02-10 19:32:40,,,0.431,,,0.0414,,,0
2024-02-10 19:32:50,,,0.453,,,0.0408,,,0
2024-02-10 19:33:00,,,0.541,,,0.0420,,,0
2024-02-10 19:33:10,,,0.417,,,0.0342,,,0
2024-02-10 19:33:20,,,0.415,,,0.0306,,,0
2024-02-10 19:33:30,,,0.487,,,0.0426,,,0
2024-02-10 19:33:40,,,0.344,,,0.0288,,,0
2024-02-10 19:33:50,,,0.383,,,0.0270,,,0
2024-02-10 19:34:00,,,0.554,,,0.0357,,,0
2024-02-10 19:34:10,,,0.288,,,0.0222,,,0
2024-02-10 19:34:20,,,0.121,,,0.0183,,,0
2024-02-10 19:34:30,,,0.161,,,0.0237,,,0
2024-02-10 19:34:40,,,0.121,,,0.0177,,,0
2024-02-10 19:34:50,,,0.266,,,0.0270,,,0
2024-02-10 19:35:00,,,0.563,,,0.0345,,,0
2024-02-10 19:35:10,,,0.451,,,0.0267,,,0
2024-02-10 19:35:20,,,0.399,,,0.0273,,,0
2024-02-10 19:35:30,,,0.494,,,0.0369,,,0
2024-02-10 19:35:40,,,0.287,,,0.0228,,,0
2024-02-10 19:35:50,,,0.364,,,0.0273,,,0
2024-02-10 19:36:00,,,0.666,,,0.0465,,,0
2024-02-10 19:36:10,,,0.526,,,0.0294,,,0
2024-02-10 19:36:20,,,0.379,,,0.0336,,,0
2024-02-10 19:36:30,,,0.478,,,0.0366,,,0
2024-02-10 19:36:40,,,0.402,,,0.0258,,,0
2024-02-10 19:36:50,,,0.351,,,0.0330,,,0
2024-02-10 19:37:00,,,0.525,,,0.0396,,,0
2024-02-10 19:37:10,,,0.362,,,0.0339,,,0
2024-02-10 19:37:20,,,0.301,,,0.0318,,,0
2024-02-10 19:37:30,,,0.177,,,0.0246,,,0
2024-02-10 19:37:40,,,0.120,,,0.0177,,,0
2024-02-10 19:37:50,,,0.120,,,0.0177,,,0
2024-02-10 19:38:00,,,0.161,,,0.0237,,,0
2024-02-10 19:38:10,,,0.119,,,0.0177,,,0
2024-02-10 19:38:20,,,0.123,,,0.0180,,,0
2024-02-10 19:38:30,,,0.164,,,0.0237,,,0
2024-02-10 19:38:40,,,0.118,,,0.0177,,,0
2024-02-10 19:38:50,,,0.120,,,0.0180,,,0
2024-02-10 19:39:00,,,0.161,,,0.0240,,,0
2024-02-10 19:39:10,,,0.119,,,0.0183,,,0
2024-02-10 19:39:20,,,0.121,,,0.0180,,,0
2024-02-10 19:39:30,,,0.160,,,0.0237,,,0
2024-02-10 19:39:40,,,0.121,,,0.0180,,,0
2024-02-10 19:39:50,,,0.121,,,0.0177,,,0
2024-02-10 19:40:00,,,0.160,,,0.0240,,,0
2024-02-10 19:40:10,,,0.118,,,0.0186,,,0
2024-02-10 19:40:20,,,0.120,,,0.0183,,,0
2024-02-10 19:40:30,,,0.160,,,0.0240,,,0
2024-02-10 19:40:40,,,0.120,,,0.0180,,,0
2024-02-10 19:40:50,,,0.121,,,0.0180,,,0
2024-02-10 19:41:00,,,0.161,,,0.0237,,,0
2024-02-10 19:41:10,,,0.120,,,0.0177,,,0
2024-02-10 19:41:20,,,0.121,,,0.0180,,,0
2024-02-10 19:41:30,,,0.161,,,0.0237,,,0
2024-02-10 19:41:40,,,0.124,,,0.0177,,,0
2024-02-10 19:41:50,,,0.122,,,0.0177,,,0
2024-02-10 19:42:00,,,0.161,,,0.0237,,,0
2024-02-10 19:42:10,,,0.119,,,0.0177,,,0
2024-02-10 19:42:20,,,0.121,,,0.0180,,,0
2024-02-10 19:42:30,,,0.162,,,0.0237,,,0
2024-02-10 19:42:40,,,0.190,,,0.0177,,,0
2024-02-10 19:42:50,,,0.119,,,0.0186,,,0
2024-02-10 19:43:00,,,0.263,,,0.0393,,,0
2024-02-10 19:43:10,,,0.550,,,0.0459,,,0
2024-02-10 19:43:20,,,0.527,,,0.0351,,,0
2024-02-10 19:43:30,,,0.662,,,0.0447,,,0
2024-02-10 19:43:40,,,0.497,,,0.0345,,,0
2024-02-10 19:43:50,,,0.410,,,0.0357,,,0
2024-02-10 19:44:00,,,0.708,,,0.0498,,,0
2024-02-10 19:44:10,,,0.462,,,0.0390,,,0
2024-02-10 19:44:20,,,0.456,,,0.0417,,,0
2024-02-10 19:44:30,,,0.640,,,0.0522,,,0
2024-02-10 19:44:40,,,0.419,,,0.0318,,,0
2024-02-10 19:44:50,,,0.388,,,0.0318,,,0
2024-02-10 19:45:00,,,0.540,,,0.0426,,,0
2024-02-10 19:45:10,,,0.187,,,0.0216,,,0
2024-02-10 19:45:20,,,0.173,,,0.0183,,,0
2024-02-10 19:45:30,,,0.230,,,0.0258,,,0
2024-02-10 19:45:40,,,0.230,,,0.0231,,,0
2024-02-10 19:45:50,,,0.228,,,0.0207,,,0
2024-02-10 19:46:00,,,0.302,,,0.0282,,,0
2024-02-10 19:46:10,,,0.292,,,0.0213,,,0
2024-02-10 19:46:20,,,0.235,,,0.0213,,,0
2024-02-10 19:46:30,,,0.304,,,0.0282,,,0
2024-02-10 19:46:40,,,0.202,,,0.0276,,,0
2024-02-10 19:46:50,,,0.219,,,0.0234,,,0
2024-02-10 19:47:00,,,0.188,,,0.0249,,,0
2024-02-10 19:47:10,,,0.246,,,0.0219,,,0
2024-02-10 19:47:20,,,0.223,,,0.0201,,,0
2024-02-10 19:47:30,,,0.311,,,0.0276,,,0
2024-02-10 19:47:40,,,0.206,,,0.0207,,,0
2024-02-10 19:47:50,,,0.233,,,0.0291,,,0
2024-02-10 19:48:00,,,0.274,,,0.0294,,,0
2024-02-10 19:48:10,,,0.236,,,0.0222,,,0
2024-02-10 19:48:20,,,0.194,,,0.0207,,,0
2024-02-10 19:48:30,,,0.304,,,0.0306,,,0
2024-02-10 19:48:40,,,0.235,,,0.0225,,,0
2024-02-10 19:48:50,,,0.271,,,0.0234,,,0
2024-02-10 19:49:00,,,0.463,,,0.0348,,,0
2024-02-10 19:49:10,,,0.780,,,0.0384,,,0
2024-02-10 19:49:20,,,0.198,,,0.0204,,,0
2024-02-10 19:49:30,,,0.306,,,0.0315,,,0
2024-02-10 19:49:40,,,0.203,,,0.0222,,,0
2024-02-10 19:49:50,,,0.329,,,0.0246,,,0
2024-02-10 19:50:00,,,0.300,,,0.0375,,,0
2024-02-10 19:50:10,,,0.335,,,0.0267,,,0
2024-02-10 19:50:20,,,0.297,,,0.0231,,,0
2024-02-10 19:50:30,,,0.380,,,0.0288,,,0
2024-02-10 19:50:40,,,0.199,,,0.0213,,,0
2024-02-10 19:50:50,,,0.289,,,0.0252,,,0
2024-02-10 19:51:00,,,0.305,,,0.0294,,,0
2024-02-10 19:51:10,,,0.217,,,0.0267,,,0
2024-02-10 19:51:20,,,0.356,,,0.0321,,,0
2024-02-10 19:51:30,,,0.350,,,0.0327,,,0
2024-02-10 19:51:40,,,0.346,,,0.0234,,,0
2024-02-10 19:51:50,,,0.307,,,0.0228,,,0
2024-02-10 19:52:00,,,0.426,,,0.0306,,,0
2024-02-10 19:52:10,,,0.275,,,0.0210,,,0
2024-02-10 19:52:20,,,0.291,,,0.0267,,,0
2024-02-10 19:52:30,,,0.294,,,0.0309,,,0
2024-02-10 19:52:40,,,0.295,,,0.0249,,,0
2024-02-10 19:52:50,,,0.231,,,0.0240,,,0
2024-02-10 19:53:00,,,0.377,,,0.0336,,,0
2024-02-10 19:53:10,,,0.252,,,0.0237,,,0
2024-02-10 19:53:20,,,0.240,,,0.0282,,,0
2024-02-10 19:53:30,,,0.362,,,0.0393,,,0
2024-02-10 19:53:40,,,0.326,,,0.0279,,,0
2024-02-10 19:53:50,,,0.190,,,0.0225,,,0
2024-02-10 19:54:00,,,0.538,,,0.0351,,,0
2024-02-10 19:54:10,,,0.422,,,0.0240,,,0
2024-02-10 19:54:20,,,0.263,,,0.0231,,,0
2024-02-10 19:54:30,,,0.536,,,0.0456,,,0
2024-02-10 19:54:40,,,0.233,,,0.0300,,,0
2024-02-10 19:54:50,,,0.325,,,0.0264,,,0
2024-02-10 19:55:00,,,0.400,,,0.0309,,,0
2024-02-10 19:55:10,,,0.313,,,0.0297,,,0
2024-02-10 19:55:20,,,0.259,,,0.0249,,,0
2024-02-10 19:55:30,,,0.340,,,0.0309,,,0
2024-02-10 19:55:40,,,0.365,,,0.0264,,,0
2024-02-10 19:55:50,,,0.247,,,0.0264,,,0
2024-02-10 19:56:00,,,0.326,,,0.0294,,,0
2024-02-10 19:56:10,,,0.198,,,0.0228,,,0
2024-02-10 19:56:20,,,0.246,,,0.0240,,,0
2024-02-10 19:56:30,,,0.442,,,0.0375,,,0
2024-02-10 19:56:40,,,0.212,,,0.0231,,,0
2024-02-10 19:56:50,,,0.270,,,0.0366,,,0
2024-02-10 19:57:00,,,0.377,,,0.0333,,,0
2024-02-10 19:57:10,,,0.333,,,0.0255,,,0
2024-02-10 19:57:20,,,0.325,,,0.0267,,,0
2024-02-10 19:57:30,,,0.318,,,0.0285,,,0
2024-02-10 19:57:40,,,0.290,,,0.0225,,,0
2024-02-10 19:57:50,,,0.240,,,0.0465,,,0
2024-02-10 19:58:00,,,0.257,,,0.0357,,,0
2024-02-10 19:58:10,,,0.233,,,0.0288,,,0
2024-02-10 19:58:20,,,0.254,,,0.0249,,,0
2024-02-10 19:58:30,,,0.415,,,0.0306,,,0
2024-02-10 19:58:40,,,0.386,,,0.0231,,,0
2024-02-10 19:58:50,,,0.269,,,0.0246,,,0
2024-02-10 19:59:00,,,0.382,,,0.0375,,,0
2024-02-10 19:59:10,,,0.231,,,0.0258,,,0
2024-02-10 19:59:20,,,0.379,,,0.0255,,,0
2024-02-10 19:59:30,,,0.342,,,0.0291,,,0
2024-02-10 19:59:40,,,0.356,,,0.0237,,,0
2024-02-10 19:59:50,,,0.333,,,0.0225,,,0
2024-02-10 20:00:00,,,0.357,,,0.0354,,,0
2024-02-10 20:00:10,,,0.262,,,0.0390,,,0
2024-02-10 20:00:20,,,0.317,,,0.0282,,,0
2024-02-10 20:00:30,,,0.334,,,0.0294,,,0
2024-02-10 20:00:40,,,0.265,,,0.0231,,,0
2024-02-10 20:00:50,,,0.235,,,0.0255,,,0
2024-02-10 20:01:00,,,0.347,,,0.0312,,,0
2024-02-10 20:01:10,,,0.270,,,0.0258,,,0
2024-02-10 20:01:20,,,0.232,,,0.0366,,,0
2024-02-10 20:01:30,,,0.442,,,0.0351,,,0
2024-02-10 20:01:40,,,0.253,,,0.0201,,,0
2024-02-10 20:01:50,,,0.292,,,0.0246,,,0
2024-02-10 20:02:00,,,0.391,,,0.0306,,,0
2024-02-10 20:02:10,,,0.271,,,0.0216,,,0
2024-02-10 20:02:20,,,1.25,,,0.0237,,,0
2024-02-10 20:02:30,,,0.331,,,0.0351,,,0
2024-02-10 20:02:40,,,0.304,,,0.0387,,,0
2024-02-10 20:02:50,,,0.219,,,0.0420,,,0
2024-02-10 20:03:00,,,0.344,,,0.0384,,,0
2024-02-10 20:03:10,,,0.297,,,0.0297,,,0
2024-02-10 20:03:20,,,0.447,,,0.0300,,,0
2024-02-10 20:03:30,,,0.346,,,0.0432,,,0
2024-02-10 20:03:40,,,0.279,,,0.0252,,,0
2024-02-10 20:03:50,,,0.214,,,0.0201,,,0
2024-02-10 20:04:00,,,0.526,,,0.0342,,,0
2024-02-10 20:04:10,,,0.411,,,0.0276,,,0
2024-02-10 20:04:20,,,0.707,,,0.0330,,,0
2024-02-10 20:04:30,,,0.602,,,0.0324,,,0
2024-02-10 20:04:40,,,0.278,,,0.0309,,,0
2024-02-10 20:04:50,,,0.241,,,0.0297,,,0
2024-02-10 20:05:00,,,0.344,,,0.0330,,,0
2024-02-10 20:05:10,,,0.268,,,0.0261,,,0
2024-02-10 20:05:20,,,0.389,,,0.0237,,,0
2024-02-10 20:05:30,,,0.310,,,0.0294,,,0
2024-02-10 20:05:40,,,0.294,,,0.0234,,,0
2024-02-10 20:05:50,,,0.264,,,0.0261,,,0
2024-02-10 20:06:00,,,0.421,,,0.0330,,,0
2024-02-10 20:06:10,,,0.329,,,0.0243,,,0
2024-02-10 20:06:20,,,0.251,,,0.0231,,,0
2024-02-10 20:06:30,,,0.473,,,0.0330,,,0
2024-02-10 20:06:40,,,0.258,,,0.0219,,,0
2024-02-10 20:06:50,,,0.286,,,0.0345,,,0
2024-02-10 20:07:00,,,0.328,,,0.0369,,,0
2024-02-10 20:07:10,,,0.338,,,0.0252,,,0
2024-02-10 20:07:20,,,0.260,,,0.0237,,,0
2024-02-10 20:07:30,,,0.328,,,0.0315,,,0
2024-02-10 20:07:40,,,0.285,,,0.0258,,,0
2024-02-10 20:07:50,,,0.258,,,0.0225,,,0
2024-02-10 20:08:00,,,0.310,,,0.0402,,,0
2024-02-10 20:08:10,,,0.223,,,0.0210,,,0
2024-02-10 20:08:20,,,0.202,,,0.0246,,,0
2024-02-10 20:08:30,,,0.404,,,0.0327,,,0
2024-02-10 20:08:40,,,0.410,,,0.0267,,,0
2024-02-10 20:08:50,,,0.336,,,0.0267,,,0
2024-02-10 20:09:00,,,0.424,,,0.0315,,,0
2024-02-10 20:09:10,,,0.352,,,0.0255,,,0
2024-02-10 20:09:20,,,0.247,,,0.0243,,,0
2024-02-10 20:09:30,,,0.509,,,0.0378,,,0
2024-02-10 20:09:40,,,0.232,,,0.0234,,,0
2024-02-10 20:09:50,,,0.273,,,0.0246,,,0
2024-02-10 20:10:00,,,0.400,,,0.0324,,,0
2024-02-10 20:10:10,,,0.251,,,0.0294,,,0
2024-02-10 20:10:20,,,0.302,,,0.0309,,,0
2024-02-10 20:10:30,,,0.254,,,0.0306,,,0
2024-02-10 20:10:40,,,0.295,,,0.0240,,,0
2024-02-10 20:10:50,,,0.251,,,0.0222,,,0
2024-02-10 20:11:00,,,0.351,,,0.0309,,,0
2024-02-10 20:11:10,,,0.347,,,0.0240,,,0
2024-02-10 20:11:20,,,0.272,,,0.0282,,,0
2024-02-10 20:11:30,,,0.548,,,0.0417,,,0
2024-02-10 20:11:40,,,0.235,,,0.0252,,,0
2024-02-10 20:11:50,,,0.291,,,0.0219,,,0
2024-02-10 20:12:00,,,0.371,,,0.0291,,,0
2024-02-10 20:12:10,,,0.346,,,0.0264,,,0
2024-02-10 20:12:20,,,0.262,,,0.0261,,,0
2024-02-10 20:12:30,,,0.269,,,0.0330,,,0
2024-02-10 20:12:40,,,0.327,,,0.0246,,,0
2024-02-10 20:12:50,,,0.247,,,0.0273,,,0
2024-02-10 20:13:00,,,0.352,,,0.0333,,,0
2024-02-10 20:13:10,,,0.311,,,0.0231,,,0
2024-02-10 20:13:20,,,0.188,,,0.0228,,,0
2024-02-10 20:13:30,,,0.523,,,0.0438,,,0
2024-02-10 20:13:40,,,0.418,,,0.0327,,,0
2024-02-10 20:13:50,,,0.326,,,0.0282,,,0
2024-02-10 20:14:00,,,0.376,,,0.0330,,,0
2024-02-10 20:14:10,,,0.342,,,0.0240,,,0
2024-02-10 20:14:20,,,0.218,,,0.0261,,,0
2024-02-10 20:14:30,,,0.436,,,0.0321,,,0
2024-02-10 20:14:40,,,0.351,,,0.0300,,,0
2024-02-10 20:14:50,,,0.348,,,0.0342,,,0
2024-02-10 20:15:00,,,0.428,,,0.0342,,,0
2024-02-10 20:15:10,,,0.280,,,0.0252,,,0
2024-02-10 20:15:20,,,0.247,,,0.0231,,,0
2024-02-10 20:15:30,,,0.415,,,0.0333,,,0
2024-02-10 20:15:40,,,0.246,,,0.0237,,,0
2024-02-10 20:15:50,,,0.264,,,0.0255,,,0
2024-02-10 20:16:00,,,0.387,,,0.0330,,,0
2024-02-10 20:16:10,,,0.249,,,0.0213,,,0
2024-02-10 20:16:20,,,0.220,,,0.0252,,,0
2024-02-10 20:16:30,,,0.520,,,0.0342,,,0
2024-02-10 20:16:40,,,0.321,,,0.0240,,,0
2024-02-10 20:16:50,,,0.311,,,0.0264,,,0
2024-02-10 20:17:00,,,0.344,,,0.0495,,,0
2024-02-10 20:17:10,,,0.308,,,0.0288,,,0
2024-02-10 20:17:20,,,0.326,,,0.0231,,,0
2024-02-10 20:17:30,,,0.338,,,0.0342,,,0
2024-02-10 20:17:40,,,0.260,,,0.0237,,,0
2024-02-10 20:17:50,,,0.221,,,0.0216,,,0
2024-02-10 20:18:00,,,0.501,,,0.0357,,,0
2024-02-10 20:18:10,,,0.333,,,0.0372,,,0
2024-02-10 20:18:20,,,0.273,,,0.0231,,,0
2024-02-10 20:18:30,,,0.548,,,0.0321,,,0
2024-02-10 20:18:40,,,0.277,,,0.0222,,,0
2024-02-10 20:18:50,,,0.356,,,0.0234,,,0
2024-02-10 20:19:00,,,0.380,,,0.0312,,,0
2024-02-10 20:19:10,,,0.420,,,0.0294,,,0
2024-02-10 20:19:20,,,0.381,,,0.0270,,,0
2024-02-10 20:19:30,,,0.363,,,0.0339,,,0
2024-02-10 20:19:40,,,0.342,,,0.0255,,,0
2024-02-10 20:19:50,,,0.304,,,0.0270,,,0
2024-02-10 20:20:00,,,0.430,,,0.0291,,,0
2024-02-10 20:20:10,,,0.273,,,0.0228,,,0
2024-02-10 20:20:20,,,0.310,,,0.0267,,,0
2024-02-10 20:20:30,,,0.400,,,0.0351,,,0
2024-02-10 20:20:40,,,0.269,,,0.0252,,,0
2024-02-10 20:20:50,,,0.240,,,0.0231,,,0
2024-02-10 20:21:00,,,0.359,,,0.0378,,,0
2024-02-10 20:21:10,,,0.276,,,0.0231,,,0
2024-02-10 20:21:20,,,0.241,,,0.0231,,,0
2024-02-10 20:21:30,,,0.433,,,0.0462,,,0
2024-02-10 20:21:40,,,0.382,,,0.0270,,,0
2024-02-10 20:21:50,,,0.250,,,0.0213,,,0
2024-02-10 20:22:00,,,0.377,,,0.0393,,,0
2024-02-10 20:22:10,,,0.247,,,0.0243,,,0
2024-02-10 20:22:20,,,0.217,,,0.0231,,,0
2024-02-10 20:22:30,,,0.362,,,0.0306,,,0
2024-02-10 20:22:40,,,0.323,,,0.0270,,,0
2024-02-10 20:22:50,,,0.336,,,0.0237,,,0
2024-02-10 20:23:00,,,0.354,,,0.0294,,,0
2024-02-10 20:23:10,,,0.254,,,0.0216,,,0
2024-02-10 20:23:20,,,0.312,,,0.0234,,,0
2024-02-10 20:23:30,,,0.415,,,0.0330,,,0
2024-02-10 20:23:40,,,0.366,,,0.0321,,,0
2024-02-10 20:23:50,,,0.238,,,0.0321,,,0
2024-02-10 20:24:00,,,0.359,,,0.0366,,,0
2024-02-10 20:24:10,,,0.345,,,0.0306,,,0
2024-02-10 20:24:20,,,0.396,,,0.0276,,,0
2024-02-10 20:24:30,,,0.398,,,0.0351,,,0
